Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Jennie Trent Dew Library,"4,500",10-01-2022,09/30/2023,Goldthwaite,(325) 648-2447,"$43,706.00","$5,818.00","$4,082.00",$0.00,$0.00,Y,Y,"12,053",65,"48,756","17,250","79,485","8,904","3,261","9,801","3,255","15,623",Y,16,"2,051",0,"1,476",52
Goliad County Library,"7,131",10-01-2022,09/30/2023,Goliad,(361) 645-2291,"$1,22,584.00","$10,923.00","$1,000.00",$0.00,$0.00,Y,Y,"21,907",113,"25,508","9,520","58,500","12,029","6,501","7,414","1,345","11,372",Y,4,497,0,"1,960",40
Gonzales Public Library,"7,196",01-01-2023,12/31/2023,Gonzales,(830) 672-6315,"$2,62,634.00","$29,307.00","$1,500.00",$0.00,$0.00,Y,Y,"32,872","1,026","15,480","4,761","60,398","60,804","16,566","13,314","3,615","27,771",Y,17,"3,004",0,"2,320",52
Library of Graham,"8,750",10-01-2022,09/30/2023,Graham,(940) 549-0600,"$1,74,511.00","$29,571.00","$4,000.00",$0.00,"$25,000.00",Y,Y,"33,240","1,379","15,364","9,494","62,293","31,389","6,827","24,105","14,400","46,070",Y,17,"1,641",0,"1,945",52
Hood County Public Library,"66,373",10-01-2022,09/30/2023,Granbury,(817) 573-3569,"$5,15,557.00","$60,689.00","$47,387.00",$0.00,$0.00,Y,Y,"49,014","1,551","5,240","6,004","69,912","53,534","23,916","1,25,580","22,203","2,69,937",Y,21,"4,905",0,"2,400",49
Grand Prairie Public Library System,"2,01,843",10-01-2022,09/30/2023,Grand Prairie,(972) 237-5700,"$25,98,052.00","$1,53,517.00","$2,63,278.00","$34,013.00","$34,013.00",Y,Y,"1,24,595","3,930","25,742","30,919","2,00,324","3,46,525","81,446","73,193","1,06,434","3,56,017",Y,52,"42,715","3,25,136","2,732",52
Grand Saline Public Library,"3,219",10-01-2022,09/30/2023,Grand Saline,(903) 962-5516,"$50,822.00","$6,413.00","$1,500.00",$0.00,$0.00,Y,Y,"9,943",193,"48,420","14,324","73,929","8,549","1,192","7,086","1,253","11,733",Y,5,"1,301",0,"1,536",52
Grapevine Public Library,"51,226",10-01-2022,09/30/2023,Grapevine,(817) 410-3400,"$16,67,772.00","$1,15,264.00","$1,31,753.00",$0.00,$0.00,Y,Y,"1,43,651","14,117","8,13,038","2,28,192","13,30,050","1,27,349","18,555","2,39,268","48,905","4,00,784",Y,26,"8,425",0,"3,205",51
W Walworth Harrison Public Library,"31,060",10-01-2022,09/30/2023,Greenville,(903) 457-2992,"$6,01,818.00","$54,100.00","$5,400.00","$34,650.00","$34,650.00",Y,Y,"68,441","2,049","67,997","10,412","1,51,579","71,994","26,918","44,881","21,676","1,31,928",Y,22,"12,201","35,102","2,152",43
Groesbeck Public Library,"7,681",10-01-2022,09/30/2023,Groesbeck,(254) 729-3667,"$98,692.00","$7,284.00","$1,500.00","$13,620.00","$13,620.00",Y,Y,"24,748",343,"34,332","13,088","74,298","8,025","1,034","4,947","1,721","13,658",Y,16,614,0,"1,469",52
Groves Public Library,"16,798",10-01-2022,09/30/2023,Groves,(409) 962-6281,"$2,06,402.00","$18,256.00","$2,905.00",$0.00,$0.00,Y,Y,"36,313","1,097","24,651","3,465","67,816","21,715","10,029","18,081","2,959","48,905",Y,20,"2,937","12,620","2,437",50
Ethel R Reese Public Library,922,10-01-2022,09/30/2023,Groveton,(936) 642-1122,"$16,212.00","$1,720.00",$0.00,"$2,287.00","$2,287.00",Y,Y,"4,557",0,0,0,"4,557","2,617",276,558,0,838,Y,2,266,0,"1,180",52
Gunter Library and Museum,"3,607",01-01-2023,12/31/2023,Gunter,(903) 771-3066,$1.00,"$1,848.00","$1,500.00",$0.00,$0.00,Y,Y,"6,169",0,"17,000",827,"24,123","5,726","2,406",897,"1,012","4,425",Y,4,468,"1,648","1,350",50
Guthrie CSD & King County Consolidated Library,233,10-01-2022,09/30/2023,Guthrie,(806) 596-4069,"$89,852.00","$7,480.00",$0.00,$0.00,$0.00,Y,Y,"23,070",472,"15,037","4,292","45,315","26,881",324,"7,260",2,"13,365",Y,3,"2,125",0,"2,020",49
Friench Simpson Memorial Library,"2,733",01-01-2023,12/31/2023,Hallettsville,(361) 798-3243,"$1,40,316.00","$11,609.00","$1,500.00","$29,616.00","$29,616.00",Y,Y,"17,319",35,"25,563","9,377","55,426","13,060","8,444","10,344","5,317","29,559",Y,13,913,"8,481","1,339",52
Haltom City Public Library,"45,525",10-01-2022,09/30/2023,Haltom City,(817) 222-7786,"$9,31,218.00","$66,240.00","$13,253.00",$0.00,"$9,487.00",Y,Y,"63,631","3,552","35,734","18,174","1,29,076","1,24,837","17,205","53,310","9,153","1,15,653",Y,66,"7,700",0,"2,624",52
Stewart C Meyer Library,"34,102",10-01-2022,09/30/2023,Harker Heights,(254) 953-5491,"$5,85,414.00","$43,399.00","$31,426.00",$0.00,$0.00,Y,Y,"57,667","2,742","40,293","13,094","1,17,933","47,349","65,099","55,153","27,322","1,45,817",Y,5,"6,110",0,"3,040",52
Harlingen Public Library,"97,778",10-01-2022,09/30/2023,Harlingen,(956) 216-5800,"$9,44,387.00","$60,169.00","$51,473.00",$0.00,$0.00,Y,Y,"89,424",0,"51,129","17,632","1,69,950","88,519","46,928","58,455","23,220","1,83,313",Y,60,"15,471","24,155","2,934",52
Harper Library,766,01-01-2023,12/31/2023,Harper,(830) 864-4993,"$19,952.00","$5,340.00","$1,526.00",$0.00,$0.00,Y,Y,"10,737",523,"17,596","5,648","36,183","5,788",687,"3,898","1,209","6,269",Y,5,370,0,"1,768",52
Haskell County Library,"5,368",10-01-2022,09/30/2023,Haskell,(940) 864-2747,"$81,325.00","$21,327.00",$0.00,$0.00,$0.00,Y,Y,"12,098",340,"15,037","4,292","32,442","7,101","2,030","2,775",37,"3,966",Y,15,"1,588",0,"2,029",49
Haslet Public Library,"3,404",10-01-2022,09/30/2023,Haslet,(817) 439-4278,"$2,84,871.00","$12,639.00","$6,264.00",$0.00,$0.00,Y,Y,"23,030",642,"14,518","13,137","54,287","38,468","6,237","13,136","12,367","75,794",Y,6,"2,548",0,"2,418",52
Allen Memorial Public Library,"4,580",10-01-2022,09/30/2023,Hawkins,(903) 769-2241,"$43,867.00","$4,068.00","$3,499.00",$0.00,$0.00,Y,Y,"19,729","1,072","50,738","11,524","85,160",0,"3,765","4,382","2,280","12,749",Y,9,"1,724",0,"1,595",52
Smith-Welch Memorial Library,"10,905",10-01-2022,09/30/2023,Hearne,(979) 279-5191,"$1,12,824.00","$9,580.00",$0.00,$0.00,$0.00,Y,Y,"14,268",0,"30,758","10,625","56,565","10,946","1,974","2,641",0,"3,696",Y,10,"1,647",0,"1,850",49
JR Huffman Public Library,"9,150",01-01-2023,12/31/2023,Hemphill,(409) 787-4829,"$42,850.00","$5,034.00",$0.00,$0.00,$0.00,Y,Y,"22,284",548,"15,037","4,292","44,949","6,414","3,412","13,482",158,"18,695",Y,8,850,0,"1,736",52
Rusk County Library System,"50,019",01-01-2023,12/31/2023,Henderson,(903) 657-8557,"$8,44,906.00","$39,062.00","$9,056.00",$0.00,"$1,06,858.00",Y,Y,"82,168","1,645","47,876","13,505","1,53,356","72,380","16,542","37,159","8,674","98,264",Y,31,"6,028",0,"2,374",52
Edwards Public Library,"10,486",10-01-2022,09/30/2023,Henrietta,(940) 538-4791,"$1,39,538.00","$9,206.00",$0.00,$0.00,$0.00,Y,Y,"33,835","1,869","15,037","4,292","57,446","6,802","2,672","8,145",194,"18,338",Y,8,842,0,"1,880",48
Deaf Smith County Library,"18,377",10-01-2022,09/30/2023,Hereford,(806) 364-1206,"$2,42,478.00","$31,694.00","$16,437.00",$0.00,$0.00,Y,Y,"42,376","1,608","17,760","5,771","70,137","34,650","7,615","63,626","2,530","1,53,353",Y,7,"2,151","4,244","2,185",52
Hewitt Public Library,"25,459",10-01-2022,09/30/2023,Hewitt,(254) 666-2442,"$6,22,468.00","$38,285.00","$5,600.00",$0.00,"$22,280.00",Y,Y,"37,958","1,840","30,887","10,628","84,804","2,08,610","15,319","58,483","16,518","2,71,166",Y,22,"2,459","37,862","2,889",52
Hidalgo Public Library,"22,166",10-01-2022,09/30/2023,Hidalgo,(956) 843-2093,"$2,60,386.00","$4,505.00",$137.00,$0.00,$0.00,Y,Y,"27,000",160,"9,901","3,586","41,012","27,280","13,119","8,101",0,"20,159",Y,140,"9,233",0,"2,550",52
Highland Park Library,"8,719",10-01-2022,09/30/2023,Highland Park,(214) 559-9400,"$6,63,188.00","$65,332.00","$75,339.00",$0.00,$0.00,Y,Y,"27,472","2,933","4,781","4,241","43,083","23,783","2,121","24,041","15,117","71,166",Y,10,727,0,"2,099",51
Hillsboro City Library,"8,548",10-01-2022,09/30/2023,Hillsboro,(254) 582-7385,"$4,38,988.00","$18,631.00","$13,171.00",$0.00,$0.00,Y,Y,"37,394","1,338","1,89,414","94,404","3,29,822","15,179","20,816","19,798","14,080","55,689",Y,11,"2,964","9,699","2,273",52
Genevieve Miller Hitchcock Public Library,"8,702",10-01-2022,09/30/2023,Hitchcock,(409) 986-7814,"$84,902.00","$15,572.00","$1,500.00",$0.00,$0.00,Y,Y,"33,043",466,"39,546","8,009","82,763","16,407","5,732","4,229",640,"10,257",Y,17,"1,745","2,914","1,779",52
Hondo Public Library,"8,636",10-01-2022,09/30/2023,Hondo,(830) 426-5333,"$2,47,341.00","$20,650.00","$6,285.00",$0.00,$0.00,Y,Y,"15,450","1,010","32,812","10,041","60,990","33,815","2,314","8,402","3,733","27,206",Y,13,"4,141",0,"2,270",52
Honey Grove Library & Learning Center,"1,760",01-01-2023,12/31/2023,Honey Grove,(903) 378-2206,"$1,26,357.00","$6,233.00","$1,500.00",$0.00,$0.00,Y,Y,"16,775",0,"48,092","14,178","81,902","14,541","2,106","7,237","1,472","11,634",Y,29,665,0,"1,723",52
Houston Public Library,"23,02,878",07-01-2022,06/30/2023,Houston,(832) 393-1313,"$3,30,85,926.00","$29,15,517.00","$52,34,787.00","$2,27,46,807.00","$2,30,29,640.00",Y,Y,"19,30,164","73,590","1,01,673","45,528","23,92,893","18,34,108","18,02,252","11,13,332","15,45,673","48,08,788",Y,"1,308","3,12,508","17,96,986","2,365",52
Harris County Public Library,"22,37,044",10-01-2022,09/30/2023,Houston-HCPL,(713) 274-6600,"$2,51,93,523.00","$13,67,800.00","$47,26,798.00",$0.00,$0.00,Y,Y,"14,65,126","49,651","4,36,181","1,86,934","22,82,503","24,21,360","21,16,017","23,26,363","53,16,947","1,34,96,318",Y,"1,654","3,25,721","31,94,755",0,0
Howe Community Library,"9,645",09-01-2022,08/31/2023,Howe,(903) 745-4050,"$1,12,644.00","$18,922.00","$1,500.00",$0.00,$0.00,Y,Y,"21,000",17,460,130,"22,185","20,500","3,100","2,101",0,"21,767",Y,4,761,0,"2,440",48
Hughes Springs Area Public Library,"1,549",01-01-2023,12/31/2023,Hughes Springs,(903) 639-1332,"$24,702.00","$2,213.00",$0.00,$0.00,$0.00,Y,Y,"17,037",494,"15,037","4,292","38,293","23,231","1,634","3,174",342,"8,184",Y,16,"1,430",0,585,52
McMullen Memorial Library,"8,467",09-01-2022,08/31/2023,Huntington,(936) 876-4516,"$83,950.00","$36,500.00",$0.00,$0.00,$0.00,Y,Y,"37,000",0,0,0,"37,350","12,900","8,300","63,500",0,"99,100",Y,5,"4,760",0,"2,496",52
Huntsville Public Library,"31,087",10-01-2022,09/30/2023,Huntsville,(936) 291-5472,"$3,74,107.00","$24,707.00","$16,975.00",$0.00,$0.00,Y,Y,"70,103","2,153","44,003","10,051","1,33,747","49,277","30,961","33,570","14,212","90,379",Y,52,"7,490","19,595","2,405",51
Hurst Public Library,"39,634",10-01-2022,09/30/2023,Hurst,(817) 788-7300,"$15,43,657.00","$1,09,509.00","$89,066.00","$4,14,316.00","$4,14,316.00",Y,Y,"96,418","5,985","1,85,450","93,370","4,31,702","86,944","31,035","1,15,605","66,960","3,09,358",Y,26,"13,860","67,699","2,618",52
Hutchins-Atwell Public Library,"5,614",10-01-2022,09/30/2023,Hutchins,(972) 225-4711,"$1,01,485.00","$5,954.00",$0.00,$0.00,$0.00,Y,Y,"24,236",120,"15,037","4,292","44,677","3,033","1,814","1,022",89,"2,258",Y,7,836,0,"2,340",52
Hutto Public Library,"36,655",10-01-2022,09/30/2023,Hutto,(512) 759-4008,"$2,49,178.00","$22,208.00","$1,712.00",$0.00,$0.00,Y,Y,"23,540",261,"46,055","15,008","87,240","30,724","5,404","15,020","12,209","72,956",Y,9,"2,278",0,"1,947",50
Imperial Public Library,"1,493",01-01-2023,12/31/2023,Imperial,(432) 536-2236,"$54,134.00","$4,345.00",$0.00,$0.00,$0.00,Y,Y,"19,153",200,0,0,"20,914","3,860",212,383,0,833,Y,4,400,0,"1,960",52
Ingleside Public Library,"13,918",10-01-2022,09/30/2023,Ingleside,(361) 776-5355,"$2,75,381.00","$10,639.00",$0.00,$0.00,$0.00,Y,Y,"36,276",671,"15,037","4,292","60,861","11,685","11,041","6,147",260,"10,750",Y,19,"3,066",0,"2,745",52
Tom Burnett Memorial Library,"6,583",10-01-2022,09/30/2023,Iowa Park,(940) 592-4981,"$1,15,831.00","$18,681.00","$1,881.00",$0.00,$0.00,Y,Y,"20,547",349,"10,700","1,342","35,493","10,865","3,757","9,174",0,"12,693",Y,3,"3,426",0,"2,845",52
Iraan Public Library,"2,746",01-01-2023,12/31/2023,Iraan,(432) 639-2235,"$97,907.00","$8,371.00","$1,147.00",$0.00,$0.00,Y,Y,"20,915",652,0,0,"22,585","1,300","1,313","1,754",0,"2,332",Y,3,145,0,"1,960",49
Irving Public Library,"2,54,715",10-01-2022,09/30/2023,Irving,(972) 721-2628,"$59,30,297.00","$4,41,000.00","$4,06,229.00",$0.00,$0.00,Y,Y,"3,19,476","20,927","76,925","33,966","5,17,430","4,26,154","36,863","3,61,198","1,16,327","13,01,602",Y,80,"40,138","3,21,237",0,0
Gladys Johnson Ritchie Public Library,"8,922",01-01-2023,12/31/2023,Jacksboro,(940) 229-6145,"$43,660.00","$4,189.00","$4,500.00",$0.00,"$2,58,500.00",Y,Y,"24,116",451,"17,640","12,131","57,440","4,680","3,945","4,680","27,023","34,617",Y,11,"1,750",0,"2,030",51
Jacksonville Public Library,"14,215",10-01-2022,09/30/2023,Jacksonville,(903) 586-7664,"$2,98,824.00","$30,450.00","$4,000.00",$0.00,$0.00,Y,Y,"50,670","2,772","32,306","8,743","97,842","36,333","1,549","37,771","3,890","67,656",Y,21,"3,406","8,409","2,035",52
Jarrell Community Library and Resource Center,"3,410",01-01-2023,12/31/2023,Jarrell,(512) 541-1036,"$44,897.00","$10,643.00",$60.00,$0.00,$0.00,Y,Y,"8,441",246,"15,037","4,292","28,694","10,752","1,989","5,902",75,"16,112",Y,15,821,"10,657","1,456",52
Jasper Public Library,"7,423",10-01-2022,09/30/2023,Jasper,(409) 384-3791,"$2,78,636.00","$32,712.00","$11,747.00",$0.00,$0.00,Y,Y,"35,485","2,439","39,664","8,009","87,637","12,940","8,898","11,390",12,"14,359",Y,12,"2,541",0,"2,262",52
Kent County Library,740,10-01-2022,09/30/2023,Jayton,(806) 237-3287,"$32,988.00","$2,643.00","$1,500.00",$0.00,$0.00,Y,Y,"22,325",0,"10,098","1,907","34,330","3,424",721,485,571,"1,340",Y,2,0,0,"1,500",50
Jefferson Carnegie Library,"9,560",01-01-2023,12/31/2023,Jefferson,(903) 665-8911,"$90,281.00","$4,424.00","$1,050.00",$0.00,$0.00,Y,Y,"22,572","1,156","34,537","4,292","63,900","18,510","5,089","9,306",65,"11,681",Y,5,"3,900",0,"2,080",52
Johnson City Library,"5,598",01-01-2023,12/31/2023,Johnson City,(830) 868-4469,"$1,44,191.00","$8,338.00","$1,500.00",$0.00,$0.00,Y,Y,"16,015",682,"49,369","17,380","85,183","10,708",702,"6,851","2,758","12,352",Y,12,"1,706",0,"2,758",52
Jonestown Community Library,"2,573",10-01-2022,09/30/2023,Jonestown,(512) 267-7511,"$92,211.00","$4,869.00","$1,500.00",$0.00,$0.00,Y,Y,"9,901",409,"18,301","5,496","35,992","5,871",514,"1,065",740,"2,490",Y,4,467,"7,318","2,656",49
Joshua School & Public Library,"31,879",09-01-2022,08/31/2023,Joshua,(817) 202-2547,"$2,16,562.00","$5,421.00","$3,000.00",$0.00,$0.00,Y,Y,"34,544",327,"20,758","14,287","70,845","37,401","4,677","9,312","3,560","19,321",Y,18,"30,548","2,515","2,140",51
Jourdanton Community Library,"9,861",10-01-2022,09/30/2023,Jourdanton,(830) 769-3087,"$1,11,770.00","$14,604.00",$0.00,$0.00,$0.00,Y,Y,"35,607","1,735","15,037","4,292","56,718","12,733","5,224","35,653",38,"37,800",Y,12,"1,424",0,"2,328",52
Kimble County Library,"4,422",01-01-2023,12/31/2023,Junction,(325) 446-2342,"$1,50,519.00","$10,152.00","$5,061.00",$0.00,$0.00,Y,Y,"12,140",747,"1,86,873","91,468","2,92,781","10,341","3,086","5,145","3,556","12,715",Y,17,"2,874",0,"2,006",48
Mary Emma Tate Community Library,"7,698",10-01-2022,09/30/2023,Justin,(940) 648-2541,"$1,51,670.00","$5,250.00","$1,500.00",$0.00,$0.00,Y,Y,"15,167",582,"10,709","1,233","32,488","13,692",739,"4,516","1,554","21,640",Y,4,813,"4,800","1,757",52
Karnes City Public Library,"5,782",10-01-2022,09/30/2023,Karnes City,(830) 780-2539,"$1,15,785.00","$21,010.00","$7,796.00",$0.00,$0.00,Y,Y,"23,204",325,"4,065",416,"29,463","9,298",995,"5,707","1,169","17,239",Y,6,"1,088",0,"2,099",52
Kaufman County Library,"25,730",10-01-2022,09/30/2023,Kaufman,(972) 932-6222,"$2,99,404.00","$29,703.00","$3,000.00",$0.00,$0.00,Y,Y,"35,870",559,"25,867","5,698","68,594","47,520","12,929","19,970","9,744","48,570",Y,13,"11,250",0,"2,004",42
Keller Public Library,"45,252",10-01-2022,09/30/2023,Keller,(817) 743-4800,"$11,06,779.00","$1,54,196.00","$70,077.00",$0.00,$0.00,Y,Y,"63,917","3,836","11,04,211","7,72,910","19,84,245","1,88,296","28,435","1,05,604","60,981","4,22,121",Y,27,"6,486","1,03,802","2,709",52
Kendalia Public Library,"4,924",01-01-2023,12/31/2023,Kendalia,(830) 336-2002,"$27,167.00","$3,655.00",$0.00,$0.00,$0.00,Y,Y,"8,374",437,"15,037","4,292","28,955","2,014",396,"5,997",0,"11,924",Y,4,53,277,966,52
Kenedy Public Library,"6,377",10-01-2022,09/30/2023,Kenedy,(830) 583-3313,"$1,15,817.00","$24,958.00","$7,418.00",$0.00,"$29,705.00",Y,Y,"18,361",194,"32,000","8,360","60,227","7,733","2,583","2,729",563,"12,594",Y,8,694,0,"2,280",46
Kennedale Public Library,"9,329",10-01-2022,09/30/2023,Kennedale,(817) 985-2136,"$2,73,723.00","$17,707.00","$4,517.00",$0.00,$0.00,Y,Y,"15,986",11,"9,37,171","6,71,125","16,55,187","20,826","2,239","9,790","6,457","31,800",Y,6,967,"6,838","2,288",52
Winkler County Library,"7,306",01-01-2023,12/31/2023,Kermit,(432) 586-3841,"$2,21,972.00","$17,281.00","$2,520.00",$0.00,"$60,025.00",Y,Y,"23,334","1,225","18,644","4,500","47,723","15,425","2,303","3,812",272,"7,334",Y,7,"3,895",0,"2,340",52
Butt-Holdsworth Memorial Library,"24,752",10-01-2022,09/30/2023,Kerrville,(830) 257-8422,"$6,04,266.00","$58,913.00","$57,783.00",$0.00,$0.00,Y,Y,"51,859","2,170","20,843","6,520","89,679","87,684","8,863","69,578","19,685","1,30,507",Y,23,"7,233","25,603","2,424",52
Kilgore Public Library,"15,983",10-01-2022,09/30/2023,Kilgore,(903) 984-1529,"$3,22,458.00","$24,845.00","$7,401.00",$0.00,$0.00,Y,Y,"20,942","2,498","44,028","17,983","87,400","45,870","11,995","24,347","7,283","71,196",Y,10,"2,781","7,131","2,286",52
Killeen City Library System,"1,59,172",10-01-2022,09/30/2023,Killeen,(254) 501-8994,"$12,97,005.00","$96,011.00","$87,748.00",$0.00,$0.00,Y,Y,"1,38,682",0,"7,768","6,358","1,59,865","1,41,247","36,055","38,833","87,483","1,77,178",Y,28,"18,252",0,"2,662",52
Robert J Kleberg Public Library,"30,720",10-01-2022,09/30/2023,Kingsville,(361) 592-6381,"$4,94,536.00","$32,937.00","$11,696.00",$0.00,$0.00,Y,Y,"51,385","1,139","17,944","4,464","75,156","26,058","37,650","7,469","1,180","19,427",Y,14,"1,619","4,256","2,212",52
Kirbyville Public Library,"3,521",10-01-2022,09/30/2023,Kirbyville,(409) 423-4653,"$1,33,365.00","$5,212.00",$0.00,$0.00,"$3,000.00",Y,Y,"24,221",338,0,0,"25,844","25,867","9,421","7,822",0,"14,380",Y,12,"3,490",0,"1,540",46
Krum Public Library,"8,338",10-01-2022,09/30/2023,Krum,(940) 482-3455,"$1,48,322.00","$12,009.00",$954.00,$0.00,$0.00,Y,Y,"13,332",307,"25,237","4,422","45,495","11,885","5,360","12,846",816,"30,839",Y,6,"1,008","6,581","1,995",49
Kyle Public Library,"76,059",10-01-2022,09/30/2023,Kyle,(512) 268-7411,"$7,80,711.00","$57,319.00","$41,368.00",$0.00,$0.00,Y,Y,"63,694",944,"38,292","15,339","1,25,784","71,705","11,850","70,110","27,527","1,97,966",Y,38,"10,724","21,342","2,664",52
Bailey H Dunlap Memorial Library,"9,283",10-01-2022,09/30/2023,La Feria,(956) 797-1242,"$1,05,846.00","$10,690.00",$0.00,$0.00,$0.00,Y,Y,"26,700",0,0,0,"29,156","13,000","8,700","11,600",0,"19,200",Y,24,0,0,"1,720",43
Fayette Public Library,"4,449",10-01-2022,09/30/2023,La Grange,(979) 968-3765,"$3,43,035.00","$10,969.00","$2,967.00",$0.00,$0.00,Y,Y,"17,060",569,"20,742","7,088","49,614","25,000","5,414","20,128","4,026","36,972",Y,10,"2,432",0,"1,776",49
La Joya Municipal Library,"7,155",10-01-2022,09/30/2023,La Joya,(956) 581-4533,"$93,718.00","$1,000.00",$0.00,$0.00,$0.00,Y,Y,"36,853",812,"1,74,377","90,112","3,08,537","7,325",147,"3,025",0,"5,413",Y,22,"2,597",325,"2,190",52
La Marque Public Library,"22,111",10-01-2022,09/30/2023,La Marque,(409) 938-9270,"$2,52,538.00","$13,546.00","$5,638.00",$0.00,$0.00,Y,Y,"27,801",299,"24,546","3,749","58,793","18,329","12,604","5,447","2,366","14,498",Y,10,"6,218","12,174","1,996",51
Lago Vista Public Library,"9,692",10-01-2022,09/30/2023,Lago Vista,(512) 267-3868,"$2,49,084.00","$14,450.00","$4,170.00",$0.00,$0.00,Y,Y,"13,843",899,"18,301","5,496","40,500","20,864","2,308","13,970","3,954","29,073",Y,8,"2,503",0,"2,374",51
Laguna Vista Public Library,"5,019",10-01-2022,09/30/2023,Laguna Vista,(956) 943-7155,"$88,020.00","$5,800.00","$1,500.00",$0.00,$0.00,Y,Y,"14,393",654,"40,600","13,669","72,996","5,393","4,100","5,230","1,166","7,974",Y,18,520,0,"2,085",40
Mary Lou Reddick Public Library,"4,667",10-01-2022,09/30/2023,Lake Worth,(817) 237-9681,"$2,46,504.00","$23,928.00","$3,000.00",$0.00,$0.00,Y,Y,"20,576",574,"31,067","14,679","67,695","14,881","13,625","12,064","9,908","31,396",Y,10,"1,319",0,"1,992",26
Lakehills Area Library,"7,321",01-01-2023,12/31/2023,Lakehills,(830) 510-2777,"$88,511.00","$7,804.00","$1,500.00",$0.00,$0.00,Y,Y,"15,231",558,"32,633","9,940","59,902","31,200","6,755","10,277","3,095","27,634",Y,37,"2,017",0,"2,042",52
Dawson County Public Library,"12,130",10-01-2022,09/30/2023,Lamesa,(806) 872-6502,"$2,95,167.00","$18,486.00","$7,000.00",$0.00,$0.00,Y,Y,"28,325","2,507","18,549","4,597","55,849","47,890","7,292","18,307","3,867","38,969",Y,20,"3,172","1,582","1,986",49
Lampasas Public Library,"7,694",10-01-2022,09/30/2023,Lampasas,(512) 556-3251,"$2,03,584.00","$24,915.00","$3,037.00",$0.00,$0.00,Y,Y,"24,443",642,"45,795","14,917","87,539","39,184","5,241","21,729","5,261","48,690",Y,13,"3,023","4,062","2,183",52
Lancaster Veterans Memorial Library,"40,449",10-01-2022,09/30/2023,Lancaster,(972) 227-1080,"$2,18,172.00","$21,483.00","$4,064.00",$0.00,$0.00,Y,Y,"80,667",400,705,92,"85,885","32,108","16,272","7,542",54,"20,403",Y,42,"15,400",0,"1,952",52
Laredo Public Library,"2,56,187",10-01-2022,09/30/2023,Laredo,(956) 795-2400,"$26,66,044.00","$2,74,044.00","$1,71,054.00",$0.00,$0.00,Y,Y,"2,18,361","8,092","32,209","13,954","2,96,936","2,39,585","1,17,924","28,906","33,869","1,97,146",Y,115,"21,642","1,72,930","3,134",52
Helen Hall Library,"1,31,080",10-01-2022,09/30/2023,League City,(281) 554-1111,"$21,06,615.00","$1,75,039.00","$1,33,543.00",$0.00,$0.00,Y,Y,"83,659","9,774","51,959","26,415","1,86,285","1,74,038","37,039","1,45,879","1,42,139","4,99,609",Y,46,"26,456","95,099","3,184",52
Real County Public Library Leakey,"1,455",09-01-2022,08/31/2023,Leakey,(830) 232-5199,"$46,340.00","$4,664.00","$1,500.00",$0.00,"$25,000.00",Y,Y,"16,969",97,"17,840","5,555","42,200","8,473","3,849","1,877","2,102","5,893",Y,11,961,0,"1,900",50
Leander Public Library,"74,375",10-01-2022,09/30/2023,Leander,(512) 259-5259,"$6,89,736.00","$93,455.00","$53,479.00",$0.00,$0.00,Y,Y,"63,201","5,756","21,179","7,168","1,01,930","1,22,460","38,697","73,117","32,606","3,31,191",Y,24,"12,211",0,"2,678",52
Leon Valley Public Library,"11,429",10-01-2022,09/30/2023,Leon Valley,(210) 684-0720,"$4,22,703.00","$24,600.00","$3,500.00",$0.00,$0.00,Y,Y,"29,076",836,"17,775","5,749","57,586","40,774","2,989","13,400","1,521","34,815",Y,12,"1,748","13,882","2,664",50
Leonard Public Library,"2,055",10-01-2022,09/30/2023,Leonard,(903) 587-2391,"$31,027.00","$2,292.00",$0.00,"$13,509.00","$13,509.00",Y,Y,"16,556",360,0,0,"18,745","2,723","4,610","16,832",0,"19,146",Y,8,193,0,"1,036",37
Hockley County Memorial Library,"19,884",01-01-2023,12/31/2023,Levelland,(806) 894-6750,"$1,54,871.00","$11,716.00","$3,000.00",$0.00,$0.00,Y,Y,"30,118","1,163","38,243","8,836","79,581","7,000","5,078","11,230","3,318","20,601",Y,6,"1,814","11,766","2,114",52
Lewisville Public Library,"1,79,971",10-01-2022,09/30/2023,Lewisville,(972) 219-3570,"$21,36,009.00","$2,59,624.00","$1,70,862.00",$0.00,$0.00,Y,Y,"1,52,877","8,635","51,096","43,336","2,75,916","3,03,332","49,507","2,02,634","78,783","6,45,818",Y,70,"22,372","1,73,837","2,974",52
Liberty Municipal Library,"8,636",10-01-2022,09/30/2023,Liberty,(936) 336-8901,"$3,03,956.00","$23,488.00","$1,500.00",$0.00,$0.00,Y,Y,"50,003",828,"24,546","3,749","80,842","24,977","6,900","14,959","3,987","37,215",Y,21,"2,305","21,082","2,062",52
