Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Imperial Public Library,"1,256",01-01-2018,12/31/2018,Imperial,4325362236,"$46,678","$4,203",$0,$0,"$61,256",Yes,Yes,"17,384",248,0,0,"18,968","4,262",266,608,0,"1,231",Yes,5,425,0,"1,960",52
Iraan Public Library,"2,132",01-01-2018,12/31/2018,Iraan,4326392235,"$80,643","$9,791","$2,485",$0,"$101,164",Yes,Yes,"17,764",639,0,0,"19,822","3,953","1,225","2,808",0,"3,396",Yes,3,814,0,"1,956",51
Marathon Public Library,"1,147",01-01-2018,12/31/2018,Marathon,4323864136,"$22,281","$4,836",$0,$0,"$86,033",Yes,Yes,"7,786",38,0,0,"9,244","5,098",298,"3,474",0,"4,483",Yes,7,"2,055",0,"1,245",50
Marfa Public Library,"2,160",10-01-2017,9/30/2018,Marfa,4327294631,"$103,596","$1,034",$0,"$164,834","$186,759",Yes,Yes,"12,585",506,0,0,"17,142","18,157","3,856","12,031",0,"14,940",Yes,6,"2,912",0,"2,328",52
Reeves County Library,"15,281",01-01-2018,12/31/2018,Pecos,(432) 755-0914,"$128,391","$9,513",$390,$0,"$227,184",Yes,Yes,"26,344",550,0,0,"28,199","16,539","2,435","8,826",0,"16,141",Yes,46,"9,134",0,"2,600",52
Presidio Public Library,"4,996",10-01-2017,9/30/2018,Presidio,4322293317,"$82,814","$8,159",$0,"$89,874","$95,416",Yes,Yes,"18,286",0,0,0,"21,727","8,950","4,183",235,0,"1,238",Yes,17,"3,829",952,"1,996",51
Terrell County Public Library,810,10-01-2017,9/30/2018,Sanderson,4323452294,"$17,382","$3,322",$0,$0,"$32,360",Yes,Yes,"22,446",232,0,0,"24,568","3,533",306,"6,570",0,"7,022",Yes,5,933,0,"1,036",52
Van Horn City County Library,"2,231",04-01-2017,3/30/2018,Van Horn,4322832855,"$101,950","$3,597",$0,"$56,022","$124,003",Yes,Yes,"17,718",450,0,0,"18,469","7,263",403,"1,203",0,"1,633",Yes,8,"1,217",0,"1,896",52
East Parker County Library,"14,517",10-01-2017,9/30/2018,Aledo,8174416545,"$41,709","$1,951","$3,000","$28,750","$72,967",Yes,Yes,"22,762","1,032","15,171","6,879","48,032","20,183","5,269","9,434","3,211","31,155",Yes,6,"1,523",0,"1,780",50
Alvarado Public Library,"4,124",10-01-2017,9/30/2018,Alvarado,8177837323,"$122,947","$6,753","$1,500","$168,830","$172,886",Yes,Yes,"28,600","1,486","8,382",335,"43,433","42,176","3,441","15,400",147,"32,261",Yes,11,"4,086",0,"2,400",52
Alvord Public Library,"5,146",10-01-2017,9/30/2018,Alvord,9404272842,"$17,155","$4,067","$1,008","$5,117","$35,620",Yes,Yes,"15,067",635,"4,488",297,"21,806","2,269","2,466","2,763",389,"4,366",Yes,5,719,"1,072","1,405",51
Archer Public Library,"4,442",10-01-2017,9/30/2018,Archer City,9405744954,"$49,900","$5,732",$0,"$9,164","$68,459",Yes,Yes,"25,954",776,0,0,"29,829","15,394","2,774","7,432",0,"14,814",Yes,6,"2,219",0,"1,848",52
Arlington Public Library System,"3,96,394",10-01-2017,9/30/2018,Arlington,(817) 459-6900,"$5,425,239","$452,418","$228,724","$8,441,680","$8,911,329",Yes,Yes,"4,30,744","33,934","35,278","17,911","5,55,688","9,49,552","1,60,233","9,18,674","2,29,134","19,76,944",Yes,284,"2,20,453","6,97,530","3,556",52
Aubrey Area Library,"17,465",10-01-2017,9/30/2018,Aubrey,9403659162,"$143,373","$17,840","$4,188","$187,500","$220,944",Yes,Yes,"19,892",591,"15,171","6,879","43,946","25,228","5,347","11,817","6,283","40,237",Yes,9,"2,185",0,"1,703",52
Azle Memorial Library,"17,153",10-01-2017,9/30/2018,Azle,8174447216,"$403,338","$28,171","$4,400","$663,030","$703,840",Yes,Yes,"47,533","2,185","15,194","6,900","80,128","1,25,899","19,591","97,807","16,747","2,12,463",Yes,43,"16,571",0,"2,780",52
Bedford Public Library,"49,486",10-01-2017,9/30/2018,Bedford,8179522332,"$1,109,352","$122,795","$36,864","$1,600,674","$1,663,099",Yes,Yes,"86,095","5,557","9,510","4,234","1,18,141","1,78,866","48,892","2,91,164","37,735","6,01,086",Yes,60,"42,243","9,58,665","2,953",52
Benbrook Public Library,"23,590",10-01-2017,9/30/2018,Benbrook,8172496632,"$727,488","$60,470","$26,967","$1,131,188","$1,247,042",Yes,Yes,"37,317","1,032","2,98,136","69,841","4,25,466","1,12,411","14,142","76,838","14,917","2,05,760",Yes,34,"18,623",0,"3,109",52
Bowie Public Library,"10,950",10-01-2017,9/30/2018,Bowie,9408722681,"$160,306","$10,427","$1,538","$201,044","$207,487",Yes,Yes,"24,548",936,"7,175",347,"35,504","37,490","7,147","23,500","14,820","45,632",Yes,13,"4,033",0,"1,973",52
Bridgeport Public Library,"23,216",10-01-2017,9/30/2018,Bridgeport,9406833450,"$178,276","$10,410","$3,000","$207,432","$254,507",Yes,Yes,"35,620","1,368","15,171","6,879","60,469","39,156","7,829","21,209","5,113","36,657",Yes,12,"5,951",0,"2,291",52
Burkburnett Library,"11,170",10-01-2017,9/30/2018,Burkburnett,9405692991,"$101,150","$21,303","$3,000","$155,608","$194,899",Yes,Yes,"24,092","1,502","5,792",0,"33,424","35,855","10,611","40,907","15,268","78,167",Yes,10,"4,125",0,"2,028",51
Burleson Public Library,"46,145",10-01-2017,9/30/2018,Burleson,8174269210,"$664,189","$75,840","$74,474","$1,293,579","$1,332,392",Yes,Yes,"48,553","3,768","24,580","12,735","97,064","1,30,447","25,867","1,44,728","32,209","3,05,066",Yes,22,"14,901","96,184","2,678",51
Chico Public Library Inc,"3,928",10-01-2017,9/30/2018,Chico,9406442330,"$42,748","$3,521","$1,544","$15,000","$47,719",Yes,Yes,"10,079",469,"8,307",407,"21,405","30,016","2,177","14,779","14,820","32,871",Yes,7,"4,788","8,980","2,350",50
Cleburne Public Library,"30,230",10-01-2017,9/30/2018,Cleburne,8176450934,"$476,717","$33,785","$13,253","$610,500","$618,130",Yes,Yes,"44,619","11,879","16,008","10,033","86,209","1,23,504","12,001","73,484","12,669","1,24,474",Yes,28,"29,162",0,"2,350",52
Colleyville Public Library,"26,674",10-01-2017,9/30/2018,Colleyville,8175031150,"$744,705","$52,706","$57,805","$997,150","$1,225,778",Yes,Yes,"50,892","5,090","2,138","32,960","99,990","1,08,482","15,342","79,889","39,389","2,37,124",Yes,9,"4,345","23,963","2,331",52
Foard County Library,"1,222",01-01-2018,12/31/2018,Crowell,9406841250,"$20,842","$3,500",$0,"$9,000","$35,642",Yes,Yes,"13,650",195,0,0,"15,465","9,325","1,115","12,285",0,"16,137",Yes,8,"4,120",0,"1,250",50
Crowley Public Library,"15,389",10-01-2017,9/30/2018,Crowley,8172976707,"$293,782","$31,300","$7,200","$415,585","$420,219",Yes,Yes,"46,257","2,279","12,226","4,648","71,424","59,735","17,116","28,016","2,239","72,739",Yes,40,"7,502",0,"2,064",52
Decatur Public Library,"23,656",10-01-2017,9/30/2018,Decatur,9403930290,"$421,257","$36,592","$3,295","$487,693","$539,843",Yes,Yes,"45,496","1,956","15,171","6,879","72,311","96,356","14,242","38,559","7,963","85,939",Yes,14,"9,859","30,765","2,510",52
Denton Public Library,"1,36,268",10-01-2017,9/30/2018,Denton,9403498750,"$3,533,324","$295,078","$212,196","$6,064,112","$6,107,310",Yes,Yes,"1,81,881","23,193","9,074","6,351","2,56,972","5,06,581","1,08,889","5,04,252","1,14,800","11,51,962",Yes,127,"79,657","28,07,724","3,229",52
Dublin Public Library,"3,605",10-01-2017,9/30/2018,Dublin,2544454141,"$111,513","$1,925","$3,295","$136,792","$137,157",Yes,Yes,"16,344",949,"13,334","6,846","39,400","14,674","5,515","19,088","3,037","30,981",Yes,41,"3,774","10,499","2,028",52
Electra Public Library,"2,710",10-01-2017,9/30/2018,Electra,9404952208,"$78,429","$1,796","$1,000","$92,777","$94,575",Yes,Yes,"20,153","1,023","3,573",297,"30,203","34,044","2,102","33,715","14,798","53,570",Yes,16,"3,927","2,948","1,976",52
Euless Public Library,"55,174",10-01-2017,9/30/2018,Euless,8176851480,"$1,517,944","$113,814","$100,509","$1,773,194","$1,851,761",Yes,Yes,"60,844","5,078","1,13,117","1,504","1,89,343","2,30,386","38,234","2,06,660","34,677","4,44,580",Yes,45,"59,944","85,469","2,940",52
Flower Mound Public Library,"76,681",10-01-2017,9/30/2018,Flower Mound,9728746200,"$1,249,466","$144,283","$102,870","$1,674,871","$1,685,165",Yes,Yes,"77,326","3,868","10,765","9,293","1,09,001","1,67,472","33,093","1,15,255","60,130","4,19,091",Yes,15,"10,114","90,680","3,002",52
Forest Hill Public Library,"12,953",01-01-2018,12/31/2018,Forest Hill,8175515354,"$86,134","$3,640",$0,"$375,944","$382,166",Yes,Yes,"15,649",748,0,0,"20,590","50,029","7,926","19,500",0,"25,002",Yes,26,"10,200",0,"1,664",52
Fort Worth Public Library,"8,74,168",10-01-2017,9/30/2018,Fort Worth,(817) 392-8620,"$13,543,389","$1,225,288","$1,085,769","$21,028,596","$21,104,584",Yes,Yes,"7,94,093","86,250","48,840","21,567","11,10,592","12,56,947","5,30,720","19,03,027","4,70,142","39,65,858",Yes,445,"1,77,881","5,83,104","2,636",52
Library of Graham,"8,685",10-01-2017,9/30/2018,Graham,9405490600,"$165,836","$22,522","$3,999","$279,709","$341,512",Yes,Yes,"59,863","2,305","10,601","5,175","80,570","42,563","7,538","36,747","14,059","66,275",Yes,20,"11,430","13,276","1,929",52
Hood County Public Library,"58,273",10-01-2017,9/30/2018,Granbury,8175733569,"$379,137","$34,278","$40,211",$0,"$589,238",Yes,Yes,"49,550","1,973","1,477",767,"63,287","81,322","21,434","87,778","7,952","1,38,192",Yes,16,"7,853",0,"2,377",47
Grapevine Public Library,"53,982",10-01-2017,9/30/2018,Grapevine,8174103400,"$1,383,242","$158,428","$116,651","$1,845,969","$1,845,969",Yes,Yes,"1,41,830","17,929","57,793","13,411","2,44,760","1,40,223","21,913","1,38,030","38,590","3,42,303",Yes,36,"18,227","28,365","3,195",52
Haltom City Public Library,"44,417",10-01-2017,9/30/2018,Haltom City,8172227786,"$925,159","$88,302","$15,477","$1,131,135","$1,180,125",Yes,Yes,"93,739","4,641","14,076","4,031","1,26,974","1,15,379","37,417","1,10,271","6,814","1,83,127",Yes,39,"31,469","48,985","2,604",52
Haslet Public Library,"1,844",10-01-2017,9/30/2018,Haslet,8174394278,"$228,079","$19,526","$3,006","$270,468","$270,468",Yes,Yes,"20,496",931,"15,171","6,356","45,658","52,584","9,921","13,717","7,842","90,306",Yes,6,"4,196",0,"2,312",52
Edwards Public Library,"10,421",10-01-2017,9/30/2018,Henrietta,9405384791,"$122,256","$7,497",$0,$0,"$152,392",Yes,Yes,"34,554","1,178",0,0,"38,221","9,819","2,214","11,145",0,"16,215",Yes,4,"1,591",0,"1,951",51
Holliday Public Library,"4,367",01-01-2018,12/31/2018,Holliday,9405860305,$0,"$2,661",$0,"$6,602","$29,493",Yes,Yes,"17,865",0,"64,000",0,"81,865","5,164",562,0,40,"3,282",Yes,8,"2,371",0,"1,757",52
Hurst Public Library,"39,051",10-01-2017,9/30/2018,Hurst,8177887300,"$1,458,330","$109,425","$98,051","$2,370,671","$2,388,410",Yes,Yes,"83,982","6,924","3,16,789","81,622","5,56,229","1,43,599","30,561","2,14,443","47,036","4,14,786",Yes,44,"36,059","91,505","2,742",52
Tom Burnett Memorial Library,"6,355",10-01-2017,9/30/2018,Iowa Park,9405924981,"$85,939","$11,822","$3,465","$147,918","$155,464",Yes,Yes,"17,153",318,0,0,"20,181","19,572","2,804","8,486",0,"13,693",Yes,3,"7,248",0,"2,883",52
Gladys Johnson Ritchie Public Library,"8,832",01-01-2018,12/31/2018,Jacksboro,9405672240,"$61,853","$7,052","$1,658","$5,000","$127,583",Yes,Yes,"27,963",550,"8,307",407,"39,236","17,219","3,525","7,491","8,171","18,617",Yes,15,"7,520","3,094","2,397",51
Joshua School & Public Library,"26,288",09-01-2017,8/31/2018,Joshua,8172022547,"$158,100","$4,172","$3,000","$20,750","$185,513",Yes,Yes,"35,276",458,"13,468","7,033","57,801","32,679","8,011","10,821","1,731","18,602",Yes,18,"26,567","2,118","2,510",51
Justin Community Library,"5,133",10-01-2017,9/30/2018,Justin,9406482541,"$71,960","$4,035",$0,"$76,806","$89,741",Yes,Yes,"12,456",426,0,0,"14,345","10,946","1,772","12,129",0,"19,381",Yes,5,786,0,"2,054",51
Keller Public Library,"47,266",10-01-2017,9/30/2018,Keller,8177434800,"$983,664","$102,084","$93,758","$1,553,786","$1,612,367",Yes,Yes,"70,958","4,135","4,272","4,425","93,813","2,13,252","30,353","1,91,279","20,832","6,45,249",Yes,38,"24,219","80,344","2,810",52
Kennedale Public Library,"8,338",10-01-2017,9/30/2018,Kennedale,8179852136,"$184,806","$20,439","$2,552","$304,773","$312,884",Yes,Yes,"17,026",344,"3,08,574","3,60,039","7,27,223","29,561","6,381","13,969","5,068","26,750",Yes,8,"4,541",0,"2,288",52
Krum Public Library,"6,698",10-01-2017,9/30/2018,Krum,9404823455,"$93,801","$9,525",$506,"$160,832","$185,652",Yes,Yes,"17,898",543,0,0,"20,622","19,208","3,632","15,011",0,"26,056",Yes,6,"2,429","5,658","2,002",48
Lake Dallas Library,"7,958",10-01-2017,9/30/2018,Lake Dallas,9404973566,"$97,504","$8,228",$0,"$194,709","$204,554",Yes,Yes,"17,556","1,562",0,0,"22,387","20,704","2,162","1,022",0,"9,329",Yes,10,"3,583",0,"1,519",50
Mary Lou Reddick Public Library,"4,960",10-01-2017,9/30/2018,Lake Worth,8172379681,"$200,687","$16,007","$3,875","$236,195","$238,662",Yes,Yes,"25,109",640,"12,062","4,570","43,735","23,159","15,376","28,237","7,285","46,016",Yes,10,"4,993",0,"2,000",52
Lewisville Public Library,"1,41,030",10-01-2017,9/30/2018,Lewisville,9722193570,"$1,595,155","$249,289","$137,845","$2,765,433","$2,768,090",Yes,Yes,"1,29,590","10,292","33,654","29,745","2,23,321","3,62,113","50,751","2,46,755","44,302","6,20,597",Yes,70,"53,995","1,49,311","3,014",52
Little Elm Public Library,"62,103",10-01-2017,9/30/2018,Little Elm,2149750430,"$429,892","$29,249","$12,250","$546,337","$606,705",Yes,Yes,"33,828","2,660","21,981",93,"66,216","1,50,671","13,829","45,836","11,914","1,35,659",Yes,42,"13,506","13,160","2,966",52
Mansfield Public Library,"68,928",10-01-2017,9/30/2018,Mansfield,8177283690,"$626,602","$70,893","$25,217","$898,442","$921,911",Yes,Yes,"60,709","2,007","18,012","7,064","93,104","1,21,877","38,217","1,08,249","36,023","2,98,359",Yes,28,"19,788","79,438","2,512",52
Boyce Ditto Public Library,"28,765",10-01-2017,9/30/2018,Mineral Wells,9403287880,"$230,650","$25,458","$3,000","$264,322","$302,125",Yes,Yes,"33,166",0,"15,171","6,879","59,180","53,312","8,416","37,390","3,559","68,180",Yes,10,"6,456",0,"2,081",49
Newark Public Library,"4,086",10-01-2017,9/30/2018,Newark,8174892224,"$27,873","$1,956",$0,"$16,886","$45,945",Yes,Yes,"7,556",171,0,0,"8,521","4,533","1,145","2,746",0,"4,213",Yes,4,482,0,"1,629",52
Nocona Public Library,"6,404",10-01-2017,9/30/2018,Nocona,9408256373,"$30,245","$5,644","$1,500","$56,480","$59,480",Yes,Yes,"23,154","1,003",733,55,"27,252","8,892","5,200","19,712","14,820","41,720",Yes,7,"1,790",0,"2,108",52
North Richland Hills Public Library,"70,441",10-01-2017,9/30/2018,North Richland Hills,8174276800,"$1,651,496","$202,101","$38,381","$2,114,096","$2,167,961",Yes,Yes,"1,40,456","11,907","15,171","6,879","1,86,537","2,32,583","41,644","3,95,649","63,163","8,11,457",Yes,45,"28,755","2,65,912","3,720",52
Olney Community Library and Arts Center,"9,294",09-01-2017,8/31/2018,Olney,9405645513,"$149,285","$12,832","$3,765","$30,000","$186,348",Yes,Yes,"32,839",770,"4,642",311,"39,913","35,231","3,470","11,185","15,566","37,360",Yes,11,"2,300",0,"2,866",52
Bicentennial City-County Library,"1,387",08-01-2017,7/31/2018,Paducah,8064922006,"$12,344",$492,$0,"$1,100","$18,001",Yes,Yes,"9,905",166,0,52,"11,499","1,617",752,"1,110",0,"1,230",Yes,4,165,0,"1,240",52
Pilot Point Community Library,"5,792",10-01-2017,9/30/2018,Pilot Point,9406865004,"$142,260","$7,736","$1,000","$164,996","$182,400",Yes,Yes,"19,895",344,"8,307",407,"30,347","15,206","4,325","7,109","14,814","29,470",Yes,4,"1,923",0,"2,009",52
Betty Foster Public Library,"2,600",10-01-2017,9/30/2018,Ponder,9404792683,"$30,765","$4,501",$0,"$40,325","$54,876",Yes,Yes,"10,362",312,0,0,"15,424","6,193","2,155","7,252",0,"10,958",Yes,4,525,0,"1,020",48
Thompson Sawyer Public Library,"3,994",01-01-2018,12/31/2018,Quanah,9406632654,"$43,306",$661,$0,"$5,500","$66,102",Yes,Yes,"25,637",725,0,0,"27,342","3,878","1,771","4,036",0,"5,656",Yes,5,"1,455",20,"1,560",52
Rhome Community Library,"6,149",10-01-2017,9/30/2018,Rhome,8176362767,"$7,357","$2,134",$903,$600,"$37,139",Yes,Yes,"10,015",99,"8,307",447,"19,917","4,346",716,"2,233","8,171","14,987",Yes,4,477,"1,279","1,450",50
Richland Hills Public Library,"8,052",10-01-2017,9/30/2018,Richland Hills,8176163760,"$262,096","$19,450","$7,050","$328,654","$330,829",Yes,Yes,"33,095","1,850","15,171","6,879","59,997","21,681","5,110","35,808",972,"59,490",Yes,8,"4,834",0,"2,288",52
River Oaks Public Library,"7,703",10-01-2017,9/30/2018,River Oaks,8176247344,"$39,807","$4,339","$1,500","$80,243","$82,253",Yes,Yes,"29,346",94,"7,522",162,"39,247","7,266","3,799","11,243",333,"16,663",Yes,8,"3,252",0,"1,002",52
Roanoke Public Library,"8,135",10-01-2017,9/30/2018,Roanoke,8174912691,"$561,070","$16,119","$14,268","$716,911","$716,911",Yes,Yes,"26,585","2,007","4,364",296,"38,709","81,326","8,344","36,981","3,117","1,09,942",Yes,26,"11,114","14,272","3,005",52
John Ed Keeter Public Library,"23,014",10-01-2017,9/30/2018,Saginaw,8172300300,"$452,054","$40,806","$8,050","$593,220","$655,868",Yes,Yes,"51,572","2,680","15,171","6,879","81,106","75,002","8,126","42,286","5,501","91,189",Yes,27,"8,133",0,"2,460",52
Saint Jo Public Library,"2,186",10-01-2017,9/30/2018,Saint Jo,9409950008,"$8,234",$920,"$1,500","$13,000","$33,360",Yes,Yes,"11,252",130,"12,570","3,232","28,269","2,678",990,"2,135","11,849","15,521",Yes,2,"1,435",0,"1,296",48
Sanger Public Library,"11,014",10-01-2017,9/30/2018,Sanger,9404583257,"$220,778","$8,388","$4,403","$241,548","$257,248",Yes,Yes,"19,433","1,232","8,307",407,"31,438","33,506","4,071","12,323","1,455","25,287",Yes,6,"3,538",0,"2,138",52
Baylor County Free Library,"3,581",10-01-2017,9/30/2018,Seymour,9408892007,"$16,574","$11,500","$1,500","$8,500","$32,919",Yes,Yes,"29,201",899,"1,042",0,"32,623","12,202","3,083","7,635","2,070","13,435",Yes,7,"1,922",0,"1,560",52
Southlake Public Library,"31,824",10-01-2017,9/30/2018,Southlake,8177488243,"$544,921","$67,686","$21,377","$738,358","$763,566",Yes,Yes,"34,297","1,396","1,710",309,"43,788","1,47,685","14,245","1,59,014","40,995","3,99,287",Yes,12,"3,598","71,046","2,770",52
Springtown Public Library,"9,610",10-01-2017,9/30/2018,Springtown,8175235862,"$84,560","$7,402","$2,000","$94,028","$114,207",Yes,Yes,"16,724",587,"10,601","5,175","34,400","16,118","5,930","16,774","3,560","27,396",Yes,7,"3,134","8,240","1,927",52
Stephenville Public Library,"20,797",10-01-2017,9/30/2018,Stephenville,2549181240,"$181,891","$33,292","$3,000","$266,396","$279,177",Yes,Yes,"32,319",932,19,0,"39,903","57,472","19,908","31,221",0,"50,282",Yes,10,"22,881",0,"2,000",52
The Colony Public Library,"56,997",10-01-2017,9/30/2018,The Colony,9726251900,"$914,578","$42,906","$40,544","$1,095,914","$1,135,790",Yes,Yes,"58,030","2,980","19,133","6,879","92,393","63,192","16,725","54,376","19,175","1,39,092",Yes,30,"15,545","15,667","2,305",51
Joe A Hall High School and Community Library,"10,602",01-01-2018,12/31/2018,Venus,9723668353,"$105,198","$13,615",$645,$0,"$124,559",Yes,Yes,"19,173",187,304,39,"20,565","2,960",832,"2,471",0,"2,694",Yes,30,856,0,"1,120",40
Carnegie City-County Library,"12,764",10-01-2017,9/30/2018,Vernon,9405522462,"$91,157","$9,032",$0,"$56,884","$132,562",Yes,Yes,"29,337","1,781",0,0,"32,476","17,330","7,845","24,014",0,"33,970",Yes,7,"8,509",0,"1,650",52
Watauga Public Library,"24,602",10-01-2017,9/30/2018,Watauga,8175145855,"$693,767","$93,732","$29,803","$924,597","$931,738",Yes,Yes,"80,742","7,388","15,120","13,316","1,33,689","1,19,262","18,332","90,601","5,069","2,92,683",Yes,30,"15,088","25,787","2,151",52
Weatherford Public Library,"1,01,195",10-01-2017,9/30/2018,Weatherford,8175984150,"$872,133","$111,886","$14,495","$1,053,102","$1,120,358",Yes,Yes,"82,776","3,808","15,421","6,127","1,15,097","1,35,932","29,431","1,69,752","30,089","3,45,315",Yes,16,"15,976","1,60,744","2,990",52
White Settlement Public Library,"17,828",10-01-2017,9/30/2018,White Settlement,8173670166,"$294,558","$26,982",$295,"$407,720","$410,924",Yes,Yes,"57,289",675,"13,447","6,997","82,426","54,263","5,615","47,859","4,013","81,350",Yes,17,"9,361","27,402","2,379",52
Wichita Falls Public Library,"1,04,747",10-01-2017,9/30/2018,Wichita Falls,9407670868,"$885,280","$164,436","$80,394","$1,471,692","$1,524,620",Yes,Yes,"1,70,981","8,404","3,71,768","3,33,747","9,25,996","1,51,502","31,529","1,68,288","31,925","2,81,349",Yes,32,"25,345","1,25,167","2,890",52
Allen Public Library,"1,14,092",10-01-2017,9/30/2018,Allen,2145094900,"$2,489,671","$212,009","$55,411","$2,976,156","$3,047,321",Yes,Yes,"1,16,184","7,118","4,460","1,355","1,45,496","4,06,595","51,542","3,74,860","45,812","11,79,580",Yes,22,"24,002",0,"3,216",52
Henderson County Clint W Murchison Memorial Library,"22,790",01-01-2018,12/31/2018,Athens,9036777295,"$206,021","$33,634","$6,767","$15,000","$279,622",Yes,Yes,"34,839","1,348","19,718","4,741","61,274","84,511","10,706","27,616","9,154","51,345",Yes,8,"8,654",0,"2,340",52
Atlanta Public Library,"5,487",10-01-2017,9/30/2018,Atlanta,9037962112,"$158,219","$25,421","$1,000","$265,102","$272,965",Yes,Yes,"21,062","1,686","26,24,800","1,65,822","28,54,367","51,261","7,458","47,178","2,514","59,395",Yes,11,"6,885","13,291","2,190",51
Balch Springs Library - Learning Center,"25,357",10-01-2017,9/30/2018,Balch Springs,9729133000,"$304,964","$28,918","$3,600","$413,104","$415,763",Yes,Yes,"26,822",651,"21,656","4,547","56,957","78,760","27,366","14,574","2,281","43,490",Yes,26,"18,646","26,189","2,408",52
Bonham Public Library,"10,193",01-01-2018,12/31/2018,Bonham,9035833128,"$194,960","$17,105","$8,616","$243,500","$313,100",Yes,Yes,"37,446",879,"5,27,001","1,73,600","7,57,470","39,588","16,889","34,407","6,537","61,508",Yes,5,"6,300","28,282","2,756",52
Bullard Community Library,"3,287",01-01-2018,12/31/2018,Bullard,9038946125,"$28,824",$304,"$1,500","$12,774","$44,924",Yes,Yes,"23,793",960,"20,949","4,619","51,993","10,510","1,909","5,173","3,672","19,046",Yes,5,"1,107","74,645","1,520",52
Van Zandt County Library,"19,570",10-01-2017,9/30/2018,Canton,9035674276,"$110,052","$11,963",$0,"$10,728","$150,321",Yes,Yes,"33,566","1,033",0,0,"35,795","30,645","3,514","28,718",0,"43,118",Yes,12,"5,826",0,"1,588",50
Carrollton Public Library,"1,62,348",10-01-2017,9/30/2018,Carrollton,9724664800,"$2,103,265","$321,470","$106,008","$3,268,845","$3,341,356",Yes,Yes,"1,63,977","8,211","97,572","15,958","2,96,363","4,06,434","93,412","2,14,741","1,11,585","6,50,873",Yes,90,"56,068","10,58,654","2,423",52
Sammy Brown Library,"23,243",01-01-2018,12/31/2018,Carthage,9036936741,"$349,534","$23,134","$3,326","$246,482","$660,990",Yes,Yes,"41,457","2,602","20,637","4,540","72,942","71,274","13,163","71,635","1,649","87,217",Yes,16,"29,539","4,464","2,464",52
Zula B Wylie Public Library in Cedar Hill,"48,710",10-01-2017,9/30/2018,Cedar Hill,9722917323,"$767,733","$38,694","$33,473","$1,053,359","$1,069,059",Yes,Yes,"66,542","3,653","2,775",193,"83,941","1,29,053","51,642","1,49,548","9,757","2,57,495",Yes,37,"32,215","69,654","2,824",52
Celina Public Library,"11,146",10-01-2017,9/30/2018,Celina,9723828655,"$179,684","$17,667","$1,500","$218,360","$230,090",Yes,Yes,"16,798",219,"29,768","4,376","52,196","19,861","4,407","5,506","5,912","28,742",Yes,7,"2,057",0,"2,352",52
Chandler Public Library,"8,882",10-01-2017,9/30/2018,Chandler,9038494122,"$32,884","$10,000","$1,500","$39,630","$59,630",Yes,Yes,"20,212",676,"23,174","4,523","50,056","18,022","4,404","11,646","2,907","19,275",Yes,5,"2,945","5,916","1,792",52
Red River County Public Library,"12,229",10-01-2017,9/30/2018,Clarksville,9034273991,"$57,238","$15,912","$3,000",$0,"$95,446",Yes,Yes,"30,806","1,514","1,984",480,"36,187","23,086","5,653","24,503","1,079","32,682",Yes,5,"2,279",0,"1,620",52
Cockrell Hill Public Library,"4,251",10-01-2017,9/30/2018,Cockrell Hill-Dallas,2143309935,"$49,056","$3,296",$0,"$57,121","$58,182",Yes,Yes,"8,143",0,0,0,"8,844","5,841",795,"1,022",0,"2,881",Yes,12,"2,227",0,"1,747",51
Commerce Public Library,"21,022",10-01-2017,9/30/2018,Commerce,9038866858,"$80,838","$7,997","$4,891","$43,500","$126,965",Yes,Yes,"25,085",715,"22,407","3,357","52,273","15,886","10,409","4,085","1,369","13,681",Yes,9,"3,106",0,"2,086",52
Cozby Library and Community Commons,"41,941",10-01-2017,9/30/2018,Coppell,(972) 304-3655,"$1,570,794","$159,000","$30,000","$2,076,103","$2,095,984",Yes,Yes,"70,365","3,326","1,05,735","16,413","2,01,660","2,91,887","24,142","1,32,437","81,078","5,21,158",Yes,20,"16,663","67,809","3,471",52
Corsicana Public Library,"48,701",10-01-2017,9/30/2018,Corsicana,9036544810,"$344,271","$35,000","$9,000","$451,671","$505,525",Yes,Yes,"85,613","2,294","25,250","4,184","1,21,333","66,867","22,679","56,573","7,506","88,300",Yes,9,"7,747",0,"2,445",52
Crandall-Combine Community Library,"14,241",09-01-2017,8/31/2018,Crandall,9724276120,"$117,104","$13,737","$4,843","$4,800","$142,638",Yes,Yes,"25,136",871,"20,512","4,585","51,545","26,656","3,334","14,012",745,"28,681",Yes,45,"2,562",0,"2,096",48
Daingerfield Public Library,"2,413",10-01-2017,9/30/2018,Daingerfield,9036452823,"$52,505","$6,256",$0,"$71,887","$77,159",Yes,Yes,"13,411",518,"13,625",0,"28,072","9,822","4,093","9,640",922,"11,828",Yes,5,"3,489",0,"1,992",50
