Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Groves Public Library,"16,915",10-01-2021,09/30/2022,Groves,4099626281,"$1,94,036","$18,872","$3,804","$2,86,080","$2,90,402",Y,Y,"35,310","1,077","19,299","2,093","59,830","23,498","9,625","16,924","2,580","49,706",Y,18,"2,537","9,519","2,450",50
Groveton Public Library,913,10-01-2021,09/30/2022,Groveton,9366422483,"$14,643","$1,743",$0,"$29,689","$30,425",Y,Y,"4,511",0,0,0,"4,511","1,739",180,346,0,576,Y,2,260,0,"1,300",52
Gunter Library and Museum,"3,404",01-01-2022,12/31/2022,Gunter,9037713066,$1,"$4,722","$1,500","$8,000","$38,703",Y,Y,"5,987",140,"29,862","6,412","42,803","4,347","2,201",689,784,"3,387",Y,4,569,"1,247","1,350",50
Guthrie CSD & King County Consolidated Library,258,10-01-2021,09/30/2022,Guthrie,8065964069,"$65,737","$4,200",$7,$0,"$75,812",Y,Y,"22,514",467,"14,293",0,"39,698","25,420",296,"2,908",10,"9,857",Y,6,"2,156",0,"1,860",49
Hale Center Public Library Inc,"2,984",01-01-2022,12/31/2022,Hale Center,8068392055,"$10,462",$0,$0,"$5,900","$19,942",Y,Y,"13,078",544,0,0,"14,075","1,667","1,452",348,0,737,Y,2,144,0,855,40
Friench Simpson Memorial Library,"2,742",01-01-2022,12/31/2022,Hallettsville,3617983243,"$3,09,024","$9,037","$1,500","$3,82,401","$4,51,725",Y,Y,"21,724",379,"22,697","3,736","51,462","14,012","8,355","13,105","5,410","30,947",Y,12,"1,191","8,064","1,525",51
Haltom City Public Library,"45,746",10-01-2021,09/30/2022,Haltom City,8172227786,"$8,38,871","$69,112","$13,501","$10,80,212","$10,95,372",Y,Y,"72,955","4,133","32,425","10,685","1,31,131","1,24,849","19,952","63,707","8,694","1,22,868",Y,21,"8,643",0,"2,685",52
Stewart C Meyer Library,"33,560",10-01-2021,09/30/2022,Harker Heights,2549535491,"$5,89,853","$54,177","$37,706","$7,82,260","$8,04,260",Y,Y,"58,133","3,555","29,505","10,074","1,05,436","35,656","62,279","1,02,723","22,454","1,93,225",Y,5,"5,632",0,"3,008",52
Harlingen Public Library,"98,080",10-01-2021,09/30/2022,Harlingen,9562165800,"$9,24,945","$55,606","$67,332","$13,20,024","$14,49,645",Y,Y,"87,755",796,"40,183","4,953","1,43,588","83,677","46,418","56,397","20,684","1,65,200",Y,13,"15,217","19,711","2,936",52
Harper Library,813,01-01-2022,12/31/2022,Harper,8308644993,"$16,590","$4,505","$2,246",$0,"$71,243",Y,Y,"10,944",505,"18,013","5,548","36,682","5,729",659,"3,475",839,"6,061",Y,5,242,0,"1,752",52
Haskell County Library,"5,373",10-01-2021,09/30/2022,Haskell,9408642747,"$93,977","$18,832",$0,$0,"$70,121",Y,Y,"12,061",340,0,0,"13,034","5,374","1,153","2,546",0,"3,644",Y,7,"1,073",0,"2,017",50
Haslet Public Library,"2,371",10-01-2021,09/30/2022,Haslet,8174394278,"$2,88,036","$13,469","$5,281","$3,50,726","$3,50,726",Y,Y,"22,471","1,234","19,665","12,422","58,802","39,306","12,917","16,140","10,810","92,399",Y,6,"3,650",0,"2,418",52
Allen Memorial Public Library,"4,441",10-01-2021,09/30/2022,Hawkins,9037692241,"$49,444","$4,147","$1,905","$59,867","$95,536",Y,Y,"19,744","1,088","50,165","7,641","80,796",0,"3,756","5,490","1,972","14,763",Y,9,"1,901",0,"1,638",52
Smith-Welch Memorial Library,"10,891",10-01-2021,09/30/2022,Hearne,9792795191,"$1,29,150","$13,400","$1,500","$1,53,908","$1,56,908",Y,Y,"13,758",0,"26,984","8,402","49,875","5,012","2,219","2,527",946,"4,654",Y,15,"2,889",0,"1,952",49
JR Huffman Public Library,"9,140",01-01-2022,12/31/2022,Hemphill,4097874829,"$43,974","$4,907",$0,"$5,000","$48,500",Y,Y,"21,746",489,0,0,"24,483","6,354","3,305","13,422",0,"19,276",Y,8,"1,123",0,"1,715",51
Waller County Library,"59,781",01-01-2022,12/31/2022,Hempstead,9798267658,"$4,29,761","$25,556","$6,000",$0,"$4,74,196",Y,Y,"47,033","1,393","7,77,048","1,81,472","10,37,543",0,"13,883","20,502","2,815","32,453",Y,17,"4,687","40,316","2,080",52
Rusk County Library System,"49,475",01-01-2022,12/31/2022,Henderson,9036578557,"$8,14,253","$38,659","$8,952",$0,"$10,34,103",Y,Y,"83,842","1,809","35,562","7,448","1,38,499","67,246","17,647","38,360","8,001","97,081",Y,40,"6,250","11,325","2,351",52
Edwards Public Library,"10,263",10-01-2021,09/30/2022,Henrietta,9405384791,"$1,35,227","$6,735",$0,$0,"$1,76,168",Y,Y,"33,103","1,797","24,438",125,"61,789","7,340","2,580","14,626",69,"22,679",Y,8,755,0,"1,802",46
Deaf Smith County Library,"18,329",10-01-2021,09/30/2022,Hereford,8063641206,"$2,56,870","$27,911","$17,054",$0,"$3,78,851",Y,Y,"43,102","1,569","5,982","1,941","55,063","29,392","7,172","17,376","1,459","53,077",Y,9,"1,954","38,912","1,558",38
Hewitt Public Library,"25,414",10-01-2021,09/30/2022,Hewitt,2546662442,"$5,80,113","$46,891","$16,330","$7,81,785","$10,17,298",Y,Y,"47,227","1,717","65,631","1,352","1,19,562","1,12,526","13,586","1,20,123","45,122","2,89,332",Y,22,"18,763","3,92,587","2,756",52
Hidalgo Public Library,"21,878",10-01-2021,09/30/2022,Hidalgo,9568432093,"$2,38,394","$3,100",$305,"$2,82,633","$2,97,411",Y,Y,"26,968",158,"9,900","3,585","40,973","27,267","13,091","8,100","1,832","20,207",Y,140,"8,328",0,"2,550",52
Highland Park Library,"8,747",10-01-2021,09/30/2022,Highland Park,2145599400,"$6,04,823","$64,959","$71,441","$8,15,104","$8,42,759",Y,Y,"26,460","2,929","4,604","3,745","41,391","17,581","1,959","25,700","12,767","67,010",Y,10,605,0,"2,109",52
Hillsboro City Library,"8,305",10-01-2021,09/30/2022,Hillsboro,2545827385,"$3,85,399","$17,828","$18,435","$4,92,652","$5,29,962",Y,Y,"36,596","1,328","1,76,021","75,464","2,91,209","18,225","20,076","18,968","6,125","45,181",Y,9,"2,720","6,544","2,318",52
Genevieve Miller Hitchcock Public Library,"8,442",10-01-2021,09/30/2022,Hitchcock,4099867814,"$92,643","$12,645","$1,500","$1,38,000","$1,75,107",Y,Y,"33,446",465,"36,332","3,362","75,264","17,194","5,558","4,641",649,"10,780",Y,17,"1,629","1,695","1,760",52
Hondo Public Library,"8,387",10-01-2021,09/30/2022,Hondo,8304265333,"$2,69,294","$17,015","$5,684","$3,87,416","$3,92,473",Y,Y,"14,969",617,"32,129","5,557","55,191","28,740","2,527","9,618","5,910","30,470",Y,24,"4,004","8,745","2,224",48
Honey Grove Library & Learning Center,"1,753",01-01-2022,12/31/2022,Honey Grove,9033782206,"$1,11,220","$6,767","$1,500","$5,000","$2,60,590",Y,Y,"17,069",281,"49,899","7,479","77,937","15,481","1,960","8,783","1,053","13,130",Y,29,650,0,"1,723",52
Houston Public Library,"22,88,250",07-01-2021,06/30/2022,Houston,8323931313,"$3,08,57,130","$9,45,164","$23,97,106","$4,13,58,295","$4,37,37,447",Y,Y,"20,84,537","63,631","1,15,066","37,566","25,28,371","13,30,236","16,72,516","10,10,452","11,04,781","38,99,617",Y,997,"2,14,626","16,54,026","1,909",43
Harris County Public Library,"21,98,951",10-01-2021,09/30/2022,Houston-HCPL,7132746600,"$2,45,51,136","$17,65,073","$40,49,425","$1,73,875","$4,02,65,304",Y,Y,"14,59,546","57,193","2,51,294","1,51,408","20,30,473","11,97,630","18,22,957","21,78,316","37,73,360","95,18,572",Y,"1,559","1,35,752","81,03,422",0,0
Howe Community Library,"9,449",09-01-2021,08/31/2022,Howe,9037454050,"$1,15,043","$18,940","$1,500","$34,422","$1,99,277",Y,Y,"19,754",57,454,127,"21,005","20,300","3,045","2,204",67,"25,664",Y,4,996,0,"2,448",48
Hughes Springs Area Public Library,"1,543",01-01-2022,12/31/2022,Hughes Springs,9036391332,"$21,952","$4,534",$212,"$10,500","$79,647",Y,Y,"17,573",423,"14,292",0,"33,417","10,893","1,541","4,412",133,"10,042",Y,16,"1,029","3,196","1,154",51
McMullen Memorial Library,"8,409",09-01-2021,08/31/2022,Huntington,9368764516,"$82,000","$36,000",$0,$0,"$2,08,300",Y,Y,"37,350",0,0,0,"37,900","12,825","8,230","62,000",0,"96,500",Y,5,"4,950",0,"2,496",52
Huntsville Public Library,"30,208",10-01-2021,09/30/2022,Huntsville,9362915472,"$4,67,201","$30,203","$9,640","$7,15,884","$7,38,607",Y,Y,"72,303","2,105","36,577","3,838","1,20,850","49,312","30,938","51,735","13,234","1,16,092",Y,52,0,"21,262","2,402",51
Hurst Public Library,"40,055",10-01-2021,09/30/2022,Hurst,8177887300,"$14,57,956","$1,02,435","$88,400","$23,40,273","$23,63,544",Y,Y,"95,359","7,224","1,81,242","86,172","4,18,961","81,334","33,975","1,28,498","54,803","2,90,074",Y,26,"13,886","62,070","2,618",52
Hutchins-Atwell Public Library,"5,566",10-01-2021,09/30/2022,Hutchins,9722254711,"$1,00,808","$3,889",$0,"$1,28,819","$1,28,819",Y,Y,"23,371",152,0,0,"24,672","2,601","1,704",904,0,"1,668",Y,7,698,0,"2,424",52
Hutto Public Library,"30,855",10-01-2021,09/30/2022,Hutto,5127594008,"$1,93,814","$20,245","$5,482","$2,29,720","$2,42,225",Y,Y,"29,053",749,"41,557","8,495","82,848","22,311","3,205","12,974","9,716","62,672",Y,7,"1,848",0,"1,829",49
Imperial Public Library,"1,712",01-01-2022,12/31/2022,Imperial,4325362236,"$52,390","$4,435",$0,$0,"$70,585",Y,Y,"19,964",230,0,0,"21,694","4,160",252,489,0,"1,032",Y,4,500,0,"1,930",52
Ingleside Public Library,"14,474",10-01-2021,09/30/2022,Ingleside,3617765355,"$2,67,588","$12,127",$0,"$2,72,318","$2,73,318",Y,Y,"34,044",640,0,0,"39,400","8,171","10,922","4,480",0,"8,153",Y,21,"1,788",0,"2,293",44
Tom Burnett Memorial Library,"6,547",10-01-2021,09/30/2022,Iowa Park,9405924981,"$1,00,957","$17,513","$1,387","$1,81,427","$1,89,216",Y,Y,"19,644",334,"10,574",998,"35,019","4,976","3,538","8,285",0,"12,110",Y,3,"3,044",0,"2,845",52
Iraan Public Library,"2,707",01-01-2022,12/31/2022,Iraan,4326392235,"$91,993","$8,466","$1,000",$0,"$1,11,651",Y,Y,"20,314",616,0,0,"21,699","1,417","1,295","1,382",0,"1,854",Y,3,188,0,"1,968",52
Irving Public Library,"2,54,198",10-01-2021,09/30/2022,Irving,9727212628,"$58,72,885","$4,17,401","$3,92,324","$70,32,515","$72,34,507",Y,Y,"2,95,237","22,679","74,928","32,918","4,93,251","3,95,895","71,947","3,36,916","1,05,237","12,24,194",Y,134,"45,022","2,52,763",0,0
Gladys Johnson Ritchie Public Library,"8,712",01-01-2022,12/31/2022,Jacksboro,9405672240,"$43,686","$3,509","$4,187","$20,000","$1,28,055",Y,Y,"29,291",663,"10,353",959,"43,377","8,552","3,927","5,287","1,484","10,766",Y,13,"3,605","4,680","1,976",51
Jacksonville Public Library,"14,074",10-01-2021,09/30/2022,Jacksonville,9035867664,"$2,60,182","$29,052","$4,000","$3,69,134","$4,02,763",Y,Y,"48,963","2,719","35,562","7,448","98,017","44,069","1,676","32,046","6,327","64,518",Y,19,"3,288","9,488","1,940",52
Jarrell Community Library and Resource Center,"2,111",01-01-2022,12/31/2022,Jarrell,5125411036,"$24,234","$4,211",$0,"$10,500","$59,788",Y,Y,"8,410",492,0,0,"9,946","5,384","1,420","6,785",50,"12,219",Y,15,468,"8,142","1,456",52
Jasper Public Library,"7,285",10-01-2021,09/30/2022,Jasper,4093843791,"$2,67,069","$45,585","$15,280","$3,48,247","$3,66,977",Y,Y,"35,238","2,312","36,626","3,369","79,473","18,707","8,964","11,407","4,496","18,755",Y,24,"2,252",0,"2,242",52
Kent County Library,749,10-01-2021,09/30/2022,Jayton,8062373287,"$33,908","$2,114","$1,500",$0,"$46,341",Y,Y,"22,235",0,0,0,"22,235","3,012",699,967,0,"1,263",Y,2,189,68,"1,560",52
Jefferson Carnegie Library,"9,645",01-01-2022,12/31/2022,Jefferson,9036658911,"$88,447","$3,700","$1,100","$25,000","$1,52,345",Y,Y,"22,209","1,105","19,292",0,"43,906","18,500","4,870","9,501",27,"12,013",Y,5,"3,945",0,"2,230",52
Johnson City Library,"5,359",01-01-2022,12/31/2022,Johnson City,8308684469,"$1,35,703","$6,891","$1,551","$4,49,320","$4,73,266",Y,Y,"16,386","1,156","42,155","8,948","70,296","9,588",674,"6,136","1,974","10,545",Y,12,"1,475",0,"2,755",52
Jonestown Community Library,"2,456",10-01-2021,09/30/2022,Jonestown,5122677511,"$85,577","$4,520","$1,500","$1,20,117","$1,20,117",Y,Y,"9,382",381,"17,913","4,566","34,063","5,667",609,"2,574",676,"4,622",Y,4,449,"6,962","2,457",49
Joshua School & Public Library,"30,538",09-01-2021,08/31/2022,Joshua,8172022547,"$1,95,226","$4,346","$3,000","$17,750","$2,09,011",Y,Y,"34,829",327,"20,898","7,487","64,472","32,229","4,819","7,997","3,062","17,452",Y,18,"26,564","2,592","2,140",51
Jourdanton Community Library,"9,602",10-01-2021,09/30/2022,Jourdanton,8307693087,"$1,05,080","$14,453",$0,"$1,35,278","$1,42,716",Y,Y,"34,813","1,702","14,292",0,"50,854","11,359","4,992","16,750",15,"18,332",Y,12,996,0,"2,223",52
Kimble County Library,"4,365",01-01-2022,12/31/2022,Junction,3254462342,"$1,49,077","$16,458","$7,112","$5,400","$2,26,722",Y,Y,"12,373",729,"88,143","28,493","1,31,224","10,830","3,016","8,225","4,803","16,731",Y,17,"2,651",0,"1,938",46
Justin Community Library,"7,035",10-01-2021,09/30/2022,Justin,9406482541,"$1,09,913","$4,869","$1,500","$1,41,346","$1,63,455",Y,Y,"15,115",606,"10,270",865,"31,836","8,201",951,"3,192","1,118","15,868",Y,4,260,"3,215","1,359",51
Karnes City Public Library,"5,741",10-01-2021,09/30/2022,Karnes City,8307802539,"$1,12,099","$21,673","$5,528",$0,"$1,64,067",Y,Y,"20,847",337,"4,129",398,"27,405","10,268",919,"6,158","1,065","20,690",Y,6,"1,346",0,"2,074",52
Kaufman County Library,"22,789",10-01-2021,09/30/2022,Kaufman,9729326222,"$2,43,942","$28,718","$3,125","$15,000","$3,38,891",Y,Y,"35,220",759,"29,735","5,216","71,507","48,945","12,346","15,875","10,328","41,755",Y,16,"11,540","72,578","1,585",42
Keller Public Library,"45,397",10-01-2021,09/30/2022,Keller,8177434800,"$10,55,092","$1,00,019","$69,060","$18,63,368","$19,53,221",Y,Y,"67,290","3,567","7,98,864","5,44,844","14,49,999","1,34,804","26,948","1,92,367","40,755","7,13,911",Y,26,"3,747","1,30,410","2,786",52
Kendalia Public Library,"4,865",01-01-2022,12/31/2022,Kendalia,8303362002,"$22,822","$3,531",$0,$0,"$47,397",Y,Y,"8,201",422,"14,292",0,"23,711","1,581",382,"5,061",0,"9,884",Y,4,102,113,966,52
Kenedy Public Library,"6,367",10-01-2021,09/30/2022,Kenedy,8305833313,"$1,11,202","$17,652","$18,770",$0,"$1,64,833",Y,Y,"17,986",196,"29,223","3,139","52,211","9,836","2,449","3,512","1,756","17,314",Y,8,"1,105",0,"2,176",51
Kennedale Public Library,"8,463",10-01-2021,09/30/2022,Kennedale,8179852136,"$1,77,381","$15,426","$3,427","$2,77,831","$2,77,831",Y,Y,"17,541",227,"7,91,020","5,57,071","13,97,500","18,109","2,027","9,109","9,660","30,332",Y,6,"1,015","5,395","2,288",52
Winkler County Library,"7,415",01-01-2022,12/31/2022,Kermit,4325863841,"$2,04,883","$14,614","$2,890",$0,"$3,00,123",Y,Y,"25,090","1,214","18,975","1,011","46,340","16,101","2,012","3,500",60,"5,033",Y,6,"3,650",0,"2,080",52
Butt-Holdsworth Memorial Library,"24,477",10-01-2021,09/30/2022,Kerrville,8302578422,"$5,42,589","$67,828","$39,780","$7,22,266","$9,83,578",Y,Y,"51,211","2,283","25,087","6,283","92,034","63,815","8,650","56,618","20,061","1,18,417",Y,23,"4,911","23,926","2,392",52
Kilgore Public Library,"15,862",10-01-2021,09/30/2022,Kilgore,9039841529,"$2,79,137","$20,943","$13,560","$3,95,648","$4,16,714",Y,Y,"20,448","2,625","48,017","15,534","88,500","48,260","17,282","17,597","6,809","59,554",Y,10,"2,756",0,"2,250",52
Killeen City Library System,"1,56,261",10-01-2021,09/30/2022,Killeen,2545018994,"$12,78,504","$78,891","$76,797","$16,59,111","$16,65,428",Y,Y,"1,33,497","1,216","6,289","6,255","1,56,865","1,42,013","41,664","38,900","76,087","1,71,918",Y,28,"18,025",0,"2,639",52
Robert J Kleberg Public Library,"30,975",10-01-2021,09/30/2022,Kingsville,3615926381,"$3,80,972","$28,903","$16,393",$0,"$5,29,631",Y,Y,"56,064","1,089","18,011",194,"75,569","23,653","37,049","8,159",915,"19,460",Y,24,"2,884","4,391","2,162",52
Kirbyville Public Library,"3,582",10-01-2021,09/30/2022,Kirbyville,4094234653,"$1,16,169","$4,086",$0,"$1,97,318","$2,06,452",Y,Y,"21,479",432,0,0,"23,216","23,585","8,933","7,106",0,"13,161",Y,12,"2,988",0,"1,540",46
Krum Public Library,"8,142",10-01-2021,09/30/2022,Krum,9404823455,"$1,30,725","$12,062","$1,028","$2,52,212","$2,68,421",Y,Y,"15,793",435,"14,292",0,"32,914","12,635","6,857","12,523",104,"30,296",Y,6,866,0,"1,977",45
Kyle Public Library,"68,696",10-01-2021,09/30/2022,Kyle,5122687411,"$6,72,136","$55,470","$16,092","$7,61,470","$8,14,688",Y,Y,"62,039","1,124","32,171","5,225","1,07,856","58,958","10,726","65,587","16,307","1,71,926",Y,38,"10,302","23,318","2,756",52
Bailey H Dunlap Memorial Library,"9,292",10-01-2021,09/30/2022,La Feria,9567971242,"$91,950","$23,650",$0,"$98,310","$1,37,210",N,N,"39,528","1,628",0,0,"43,612","15,436","8,650","13,954",0,"23,197",Y,24,"10,953",0,"2,020",52
Lago Vista Public Library,"9,348",10-01-2021,09/30/2022,Lago Vista,5122673868,"$1,90,897","$16,096","$4,121","$2,15,208","$2,30,392",Y,Y,"12,899",882,"17,193","4,566","37,524","17,750","2,202","13,485","2,144","26,573",Y,8,"2,178",0,"2,298",52
Fayette Public Library,"4,423",10-01-2021,09/30/2022,La Grange,9799683765,"$2,99,371","$10,110","$2,000","$3,79,836","$3,79,836",Y,Y,"17,087",613,"18,861","5,850","46,492","30,000","5,705","14,577","3,772","30,992",Y,10,"1,308",0,"1,628",32
Laguna Vista Public Library,"4,916",10-01-2021,09/30/2022,Laguna Vista,9569437155,"$82,274","$5,800","$1,500","$1,38,524","$1,38,524",Y,Y,"16,042",644,"37,954","6,748","65,172","5,209","3,935","5,050",544,"8,249",Y,18,439,0,"1,981",40
La Joya Municipal Library,"7,048",10-01-2021,09/30/2022,La Joya,9565814533,"$1,02,197","$1,000",$0,"$1,25,850","$1,40,627",Y,Y,"36,736",730,"9,607","3,646","51,641","5,418",76,"2,624",115,"3,979",Y,26,"1,591",0,"2,127",52
Lakehills Area Library,"7,139",01-01-2022,12/31/2022,Lakehills,8305102777,"$81,724","$7,966","$3,000",$0,"$1,63,991",Y,Y,"15,371",550,"32,305","5,548","55,331","31,200","6,446","7,988","3,041","20,371",Y,37,"2,193",0,"2,051",52
Mary Lou Reddick Public Library,"4,674",10-01-2021,09/30/2022,Lake Worth,8172379681,"$2,42,176","$22,795","$3,000","$2,69,747","$2,70,780",Y,Y,"20,490",573,"29,147","8,763","59,737","12,990","13,382","11,052","8,984","29,232",Y,10,"1,794",0,"1,992",26
La Marque Public Library,"21,307",10-01-2021,09/30/2022,La Marque,4099389270,"$2,33,103","$15,237","$7,592","$2,90,616","$3,17,293",Y,Y,"27,117",234,"17,212","2,080","48,948","14,411","12,323","5,614","1,993","12,570",Y,10,"3,702","10,072","1,963",51
Dawson County Public Library,"12,413",10-01-2021,09/30/2022,Lamesa,8068726502,"$2,30,034","$21,395","$5,000",$0,"$2,82,098",Y,Y,"27,208","2,512","18,576","3,903","54,260","38,259","7,146","20,894","1,635","44,231",Y,20,"2,950","2,633","2,173",49
Lampasas Public Library,"7,517",10-01-2021,09/30/2022,Lampasas,5125563251,"$1,94,458","$20,496","$3,794","$2,64,931","$2,89,662",Y,Y,"24,073",696,"41,276","8,402","76,213","35,258","4,934","20,972","5,396","49,059",Y,13,"4,138","4,973","2,171",52
Lancaster Veterans Memorial Library,"40,728",10-01-2021,09/30/2022,Lancaster,9722271080,"$2,63,367","$14,702","$3,676","$5,16,290","$5,27,783",Y,Y,"80,549",372,649,87,"85,350","29,647","15,752","7,322",321,"20,076",Y,42,"12,144",0,"1,952",52
Laredo Public Library,"2,56,153",10-01-2021,09/30/2022,Laredo,9567952400,"$24,38,598","$2,16,409","$1,87,741","$41,02,690","$41,02,690",Y,Y,"2,26,614","8,097","1,07,343","41,526","4,02,548","2,11,692","1,54,635","29,722","32,225","1,67,396",Y,111,"17,270","1,53,782","3,147",52
Helen Hall Library,"1,31,379",10-01-2021,09/30/2022,League City,2815541111,"$19,11,910","$1,68,065","$1,38,988","$23,66,296","$25,31,260",Y,Y,"80,364","10,537","55,977","25,458","1,86,783","1,57,805","35,167","1,40,292","1,27,098","4,61,685",Y,46,"23,266","68,604","3,152",52
Real County Public Library Leakey,"1,522",09-01-2021,08/31/2022,Leakey,8302325199,"$41,342","$2,740","$1,500",$0,"$57,877",Y,Y,"14,763",748,"17,681","5,396","40,607","8,618","3,748","3,270","2,127","6,531",Y,11,960,0,"1,920",49
Leander Public Library,"67,124",10-01-2021,09/30/2022,Leander,5122595259,"$4,84,840","$99,385","$19,265","$7,54,279","$7,58,918",Y,Y,"60,930","3,060","18,866","5,852","93,207","78,781","35,812","63,729","22,416","2,80,344",Y,22,"8,496",0,"2,574",52
Leonard Public Library,"2,039",10-01-2021,09/30/2022,Leonard,9035872391,"$28,374","$2,704",$0,"$37,599","$39,666",Y,Y,"16,401",360,0,0,"18,590","3,184","4,537","15,623",0,"17,535",Y,8,414,0,"1,036",37
Leon Valley Public Library,"11,463",10-01-2021,09/30/2022,Leon Valley,2106840720,"$3,46,021","$22,230","$3,000","$5,97,468","$6,45,715",Y,Y,"28,610",846,"17,837","5,557","56,764","34,490","3,119","12,543","1,395","34,853",Y,11,"1,530","9,312","2,588",50
Hockley County Memorial Library,"20,098",01-01-2022,12/31/2022,Levelland,8068946750,"$1,41,438","$12,982","$3,000",$0,"$2,29,398",Y,Y,"30,766","1,142","36,916","3,118","73,237","7,125","4,816","11,194","68,504","93,409",Y,11,"1,705","9,426","2,172",52
Lewisville Public Library,"1,57,409",10-01-2021,09/30/2022,Lewisville,9722193570,"$17,52,746","$2,41,062","$1,49,307","$29,09,297","$29,17,977",Y,Y,"1,48,109","9,582","43,907","33,170","2,54,416","2,48,769","60,275","1,98,668","60,965","5,96,196",Y,71,"20,466","1,65,427","2,976",52
Liberty Municipal Library,"8,539",10-01-2021,09/30/2022,Liberty,9363368901,"$2,75,802","$24,260","$1,500","$5,18,635","$5,46,426",Y,Y,"49,216",829,"21,193","3,454","77,179","23,318","7,127","12,626","3,294","36,162",Y,21,"3,001","24,003","1,946",52
Liberty Hill Public Library,"27,775",10-01-2021,09/30/2022,Liberty Hill,5127786400,"$3,30,662","$39,761","$11,912","$11,64,255","$12,43,365",Y,Y,"26,837",734,"26,787","8,384","65,594","64,182","9,892","31,241","11,391","1,12,393",Y,3,982,0,"2,964",52
Lillie Russell Memorial Library,"6,313",01-01-2022,12/31/2022,Lindale,9038821900,"$97,355","$13,000",$0,"$40,000","$1,94,258",Y,Y,"42,000","1,322","31,000","13,500","93,274","45,378","5,600","20,000","10,500","57,600",Y,10,"4,000",0,"1,872",52
Linden Public Library,"1,786",10-01-2021,09/30/2022,Linden,4302188770,"$37,600","$1,500",$500,"$38,800","$46,800",Y,Y,"12,621",232,0,0,"13,628","2,892",692,"2,626",0,"2,625",Y,4,619,0,"1,960",50
Little Elm Public Library,"71,372",10-01-2021,09/30/2022,Little Elm,2149750430,"$4,82,399","$15,416","$71,954","$5,83,865","$6,50,919",Y,Y,"37,636","1,068","1,29,453","1,16,254","2,91,473","99,597","19,683","44,056","27,987","1,78,268",Y,24,"6,748","34,163","2,864",52
Lamb County Library,"7,924",10-01-2021,09/30/2022,Littlefield,8063855223,"$95,684","$23,376","$1,500",$0,"$1,40,921",Y,Y,"12,942",915,"17,620","20,589","53,329","15,147","2,125","10,881",18,"20,907",Y,4,"1,336",0,"2,261",52
Livingston Municipal Library,"5,829",10-01-2021,09/30/2022,Livingston,9363274252,"$3,68,875","$20,375","$5,621","$4,68,816","$4,75,093",Y,Y,"15,970",808,"21,193","3,454","42,541","28,190","7,485","11,140","6,442","28,803",Y,12,"3,700",0,"2,100",50
Dr Eugene Clark Library,"14,844",10-01-2021,09/30/2022,Lockhart,5123983223,"$4,17,823","$21,500","$5,000","$5,73,882","$5,85,428",Y,Y,"26,200","1,367","37,623",9,"66,581","22,627","7,789","5,534","4,267","20,604",Y,24,"2,030","24,916","2,951",52
Lone Oak Area Public Library,"1,722",10-01-2021,09/30/2022,Lone Oak,9036624565,$0,"$7,214","$2,100","$1,400","$32,104",Y,Y,"16,706",228,"21,766",160,"41,667","2,372","2,718","11,098","5,320","24,780",Y,10,277,125,"1,664",52
Longview Public Library,"1,01,208",10-01-2021,09/30/2022,Longview,9032371350,"$12,13,162","$77,977","$73,293","$19,48,013","$20,38,514",Y,Y,"1,32,889","5,229","46,034","24,015","2,22,556","93,974","55,521","90,139","48,676","2,35,008",Y,82,"10,976",0,"2,852",52
Ethel L Whipple Memorial Library,"11,116",10-01-2021,09/30/2022,Los Fresnos,9562335330,"$1,39,429","$5,434","$1,500","$1,78,576","$1,91,925",Y,Y,"25,802",119,"36,640","4,675","68,285","19,922","4,272","4,620",872,"9,177",Y,12,"1,822","10,115","2,000",40
Lubbock Public Library,"2,93,985",10-01-2021,09/30/2022,Lubbock,8067752824,"$25,21,292","$1,69,145","$1,28,864","$37,45,241","$39,43,001",Y,Y,"2,92,396","13,000","18,681","7,597","3,64,785","2,79,194","83,341","2,85,555","1,63,747","7,43,640",Y,34,"37,002","2,51,239","3,404",50
Kurth Memorial Library,"34,074",10-01-2021,09/30/2022,Lufkin,9366300560,"$4,66,894","$38,801","$28,087","$5,59,121","$5,59,121",Y,Y,"1,01,860","4,064","13,674",663,"1,27,402","66,969","27,730","50,206","8,903","1,28,874",Y,28,"5,764",0,"2,496",52
JB Nickells Memorial Library,"5,518",04-01-2021,03/31/2022,Luling,8308752813,"$60,529","$19,977","$1,500","$1,08,237","$1,09,723",Y,Y,"20,547",312,"29,847","6,779","58,798","3,180","3,450",365,"1,714","2,571",Y,9,774,0,"1,500",44
Lumberton Public Library,"21,910",10-01-2021,09/30/2022,Lumberton,4097557400,"$2,34,369","$19,026","$5,074","$2,86,789","$3,22,399",Y,Y,"19,770",823,"20,924","2,589","47,881","34,115","10,831","24,964","4,306","61,973",Y,7,"1,637","5,963","2,088",52
