Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Gatesville Public Library,"4,224",10-01-2018,9/30/2019,Gatesville,2548655367,"$1,60,950","$10,980","$9,600",$0,$0,Yes,Yes,"43,476","4,206","19,911","4,790","74,756","57,620","8,024","38,121","6,592","62,402",Yes,17,"8,500","11,765","3,120",52
Live Oak County Library,"11,097",01-01-2019,12/31/2019,George West,3614491124,"$88,581","$6,571",$0,$0,$0,Yes,Yes,"34,057","1,049","20,001","2,934","60,679","21,720","5,987","6,588",725,"10,436",Yes,15,"3,524",0,"1,586",51
Live Oak County Branch Library,,,,George West,3617863037,,,,,,,,,,,,,,,,,,,,,,"1,586",52
Georgetown Public Library,"74,180",10-01-2018,9/30/2019,Georgetown,5129303551,"$17,00,209","$1,72,274","$41,867",$0,$0,Yes,Yes,"88,548","9,259","20,796","4,832","1,34,160","3,86,647","36,290","3,23,370","58,377","6,25,809",Yes,35,"23,587",0,"3,379",51
WOW!mobile,,,,Georgetown,5129303551,,,,,,,,,,,,,,,,,,,,,,"1,856",49
Giddings Public Library,"5,095",10-01-2018,9/30/2019,Giddings,9795422716,"$2,22,747","$9,816","$2,351","$41,328","$61,328",Yes,Yes,"35,955","1,207",0,0,"38,020","37,783","5,024","17,508",0,"29,647",Yes,25,"2,888",0,"2,139",52
Upshur County Library,"36,468",10-01-2018,9/30/2019,Gilmer,9038435001,"$1,62,572","$35,694","$8,680",$0,$0,Yes,Yes,"58,693",993,"3,83,462","3,56,059","8,17,739","54,793","6,094","21,359","4,501","41,972",Yes,18,"10,221","21,330","2,400",52
Lee Public Library,"9,523",10-01-2018,9/30/2019,Gladewater,9038452640,"$67,305","$5,146",$0,$0,$0,Yes,Yes,"31,820",555,0,0,"34,052","19,302","6,107","5,914",0,"8,350",Yes,12,"5,138",0,"1,500",52
Gonzales Public Library,"7,628",01-01-2019,12/31/2019,Gonzales,8306726315,"$1,95,757","$28,975","$1,500",$0,$0,Yes,Yes,"30,224","1,139",724,545,"38,038","55,668","15,321","29,080","2,441","42,698",Yes,16,"8,686",0,"2,133",52
Library of Graham,"8,694",10-01-2018,9/30/2019,Graham,9405490600,"$1,75,725","$23,479","$3,000",$0,$0,Yes,Yes,"61,397","2,254","9,462","4,987","80,579","40,801","7,417","34,168","17,617","67,293",Yes,20,"10,021","15,321","1,949",52
Hood County Public Library,"60,537",10-01-2018,9/30/2019,Granbury,8175733569,"$3,90,934","$33,674","$39,106",$0,"$3,63,991",Yes,Yes,"46,417","1,426","3,726","3,637","64,017","62,201","18,921","1,22,316","9,402","2,04,226",Yes,18,"3,488",0,"2,407",44
Grand Prairie Public Library System,"1,94,614",10-01-2018,9/30/2019,Grand Prairie,9722375700,"$21,21,483","$1,69,065","$1,86,829","$23,28,066","$23,28,066",Yes,Yes,"1,11,662","3,843","18,032","14,038","1,61,549","4,94,384","88,479","99,426","54,350","3,49,789",Yes,45,"85,544","4,75,214","3,204",52
Betty Warmack Branch Library,,,,Grand Prairie,9722375770,,,,,,,,,,,,,,,,,,,,,,"1,844",33
Tony Shotwell Life Center Branch Library,,,,Grand Prairie,9722375740,,,,,,,,,,,,,,,,,,,,,,"2,832",52
Grand Saline Public Library,"7,160",10-01-2018,9/30/2019,Grand Saline,9039625516,"$38,696","$8,494","$1,000",$0,$0,Yes,Yes,"10,503",500,"1,538",386,"13,790","10,279",999,"8,544","1,627","15,650",Yes,6,"3,628",0,"1,584",52
Grapevine Public Library,"53,976",10-01-2018,9/30/2019,Grapevine,8174103400,"$15,07,844","$1,27,810","$1,18,990",$0,$0,Yes,Yes,"2,33,571","11,120","80,514","19,522","3,81,225","1,52,610","24,031","1,42,063","42,066","3,56,132",Yes,30,"20,665","31,891","3,195",52
W Walworth Harrison Public Library,"28,263",10-01-2018,9/30/2019,Greenville,9034572992,"$4,12,871","$35,105","$6,309","$20,835","$20,835",Yes,Yes,"68,523","1,754","22,940","5,364","1,00,205","86,099","4,208","32,979","8,302","77,917",Yes,28,"15,702",0,"2,598",52
Groesbeck Public Library,"8,669",10-01-2018,9/30/2019,Groesbeck,2547293667,"$91,228","$7,251",$0,"$13,590","$13,590",Yes,Yes,"24,122",417,"19,357","4,647","50,246","10,511","1,580","6,009","1,307","12,196",Yes,16,"2,489","2,600","1,524",52
Groves Public Library,"15,656",10-01-2018,9/30/2019,Groves,4099626281,"$1,80,730","$16,232","$2,000","$3,142","$3,142",Yes,Yes,"31,987",994,"16,569","1,168","52,630","36,907","3,821","20,979","2,009","46,449",Yes,22,"7,968","4,968","2,438",49
Hale Center Public Library Inc,"3,126",01-01-2019,12/31/2019,Hale Center,8068392055,"$9,432",$713,$0,$0,$0,Yes,Yes,"13,287",334,0,0,"14,043","2,354","1,388",682,0,"1,126",Yes,4,496,0,"1,152",50
Friench Simpson Memorial Library,"2,625",01-01-2019,12/31/2019,Hallettsville,3617983243,"$1,39,905","$14,591","$1,500",$0,$0,Yes,Yes,"23,323",641,"20,986","3,050","50,669","22,413","8,055","16,978","4,708","34,163",Yes,19,"2,544",0,"1,655",51
Haltom City Public Library,"44,339",10-01-2018,9/30/2019,Haltom City,8172227786,"$9,20,270","$90,890","$16,178",$0,$0,Yes,Yes,"87,121","4,747","11,097","4,916","1,17,180","1,15,363","39,032","1,00,189","9,823","1,79,881",Yes,43,"32,723","47,429","2,589",52
Hamilton Public Library,"8,484",01-01-2019,12/31/2019,Hamilton,2543863474,"$44,138","$6,375","$1,105",$0,$0,Yes,Yes,"17,344",562,"13,277","2,866","35,413","16,498","3,142","10,261","1,505","23,246",Yes,9,"3,155","8,378","1,866",52
Stewart C Meyer Library,"31,857",10-01-2018,9/30/2019,Harker Heights,2549535491,"$5,31,268","$39,012","$31,734",$0,$0,Yes,Yes,"53,066","4,263","18,500","13,062","92,959","85,828","56,503","63,060","12,666","1,50,754",Yes,11,"20,143","18,500","3,125",52
Harlingen Public Library,"92,649",10-01-2018,9/30/2019,Harlingen,9562165800,"$8,09,701","$65,558","$49,573","$4,39,557","$4,39,557",Yes,Yes,"1,05,457","1,941","18,831","37,495","1,68,942","1,62,168","55,020","87,890","16,781","2,13,014",Yes,57,"38,873","14,351","2,909",52
Haskell County Library,"5,779",10-01-2018,9/30/2019,Haskell,9408642747,"$1,02,929","$4,731",$0,$0,$0,Yes,Yes,"13,521",388,0,0,"14,657","9,416","1,797","2,891",0,"4,513",Yes,11,"3,337",0,"2,042",50
Smith-Welch Memorial Library,"10,986",10-01-2018,9/30/2019,Hearne,9792795191,"$1,60,504","$17,098",$0,"$15,656","$15,656",Yes,Yes,"13,975",482,"19,396","4,673","39,862","18,427","2,705","15,293",638,"16,953",Yes,17,"5,680",0,"2,192",51
Waller County Library,"53,126",01-01-2019,12/31/2019,Hempstead,9798267658,"$3,76,914","$25,800","$4,000",$0,$0,Yes,Yes,"47,594","1,302","1,700",250,"59,544","35,888","16,527","33,725","1,487","51,530",Yes,20,"10,516","1,14,815","2,496",52
Waller County Library Brookshire-Pattison,,,,Brookshire,2813755550,,,,,,,,,,,,,,,,,,,,,,"2,288",52
Rusk County Library System,"50,920",01-01-2019,12/31/2019,Henderson,9036578557,"$7,75,722","$50,108","$6,000",$0,"$28,381",Yes,Yes,"1,03,099","1,977","26,505","5,269","1,45,835","87,682","21,541","38,740","9,154","98,551",Yes,62,"15,297","16,365","2,415",52
Mt Enterprise Library,,,,Mt Enterprise,9038223532,,,,,,,,,,,,,,,,,,,,,,"2,158",52
McMillan Memorial Library,,,,Overton,9038346318,,,,,,,,,,,,,,,,,,,,,,"2,158",52
Tatum Public Library,,,,Tatum,9039472211,,,,,,,,,,,,,,,,,,,,,,"2,158",52
Rusk County Library,,,,Henderson,9036578557,,,,,,,,,,,,,,,,,,,,,,"2,483",52
Edwards Public Library,"10,456",10-01-2018,9/30/2019,Henrietta,9405384791,"$1,29,363","$9,409",$0,$0,$0,Yes,Yes,"31,615","1,775",0,0,"35,611","9,408","2,317","10,966",0,"16,217",Yes,6,"1,577",0,"1,951",51
Deaf Smith County Library,"18,760",10-01-2018,9/30/2019,Hereford,8063641206,"$2,33,344","$50,224","$8,419",$0,$0,Yes,Yes,"48,549","2,171","5,544","1,389","60,257","46,084","6,407","14,642","1,835","1,00,044",Yes,7,"4,465","42,800","2,608",52
Highland Park Library,"9,180",10-01-2018,9/30/2019,Highland Park,2145599400,"$5,49,407","$80,305","$69,407",$0,$0,Yes,Yes,"28,009","3,199","3,234","2,002","39,059","22,080","2,100","23,114","10,336","48,153",Yes,10,"2,104",0,"2,248",52
Hillsboro City Library,"8,472",10-01-2018,9/30/2019,Hillsboro,2545827385,"$3,31,722","$21,927","$4,652",$0,$0,Yes,Yes,"41,134","1,409","75,325",0,"1,19,806","75,800","18,857","38,506","1,002","70,257",Yes,26,"12,500",0,"2,325",52
Genevieve Miller Hitchcock Public Library,"9,158",10-01-2018,9/30/2019,Hitchcock,4099867814,"$95,953","$15,150","$1,500",$0,$0,Yes,Yes,"32,277",514,"8,872","1,082","44,182","18,529","5,221","4,949",316,"10,839",Yes,16,"3,575","2,574","1,768",52
Hondo Public Library,"9,387",10-01-2018,9/30/2019,Hondo,8304265333,"$2,49,812","$15,393","$3,579",$0,$0,Yes,Yes,"14,497",683,"7,007",773,"24,088","41,514","3,444","10,546","2,241","23,977",Yes,22,"7,477","2,306","2,226",52
Honey Grove Library & Learning Center,"1,712",01-01-2019,12/31/2019,Honey Grove,9033782206,"$1,16,106","$9,916","$1,500",$0,"$82,408",Yes,Yes,"17,955",430,"26,615","5,281","54,303","17,158","1,573","11,664",793,"16,520",Yes,14,"1,820","24,487","1,790",52
Houston Public Library,"23,25,502",07-01-2018,6/30/2019,Houston,8323931313,"$3,24,06,873","$19,43,705","$11,97,955","$27,94,445","$27,94,445",Yes,Yes,"23,92,792","1,47,387","81,026","36,529","28,05,945","32,14,290","13,48,127","16,98,815","9,67,032","43,11,090",Yes,"3,097","6,33,229","47,18,993","2,853",52
Shepard-Acres Homes Neighborhood Library,,,,Houston,8323931700,,,,,,,,,,,,,,,,,,,,,,"2,051",51
Henington-Alief Regional Library,,,,Houston,8323931820,,,,,,,,,,,,,,,,,,,,,,"2,249",51
Bracewell Neighborhood Library,,,,Houston,8323932580,,,,,,,,,,,,,,,,,,,,,,"2,206",50
Carnegie Neighborhood Library,,,,Houston,8323931720,,,,,,,,,,,,,,,,,,,,,,"2,781",50
Collier Regional Library,,,,Houston,8323931740,,,,,,,,,,,,,,,,,,,,,,"2,276",51
Clayton Library Ctr for Genealogical Research,,,,Houston,8323932600,,,,,,,,,,,,,,,,,,,,,,"1,767",47
Dixon Neighborhood Library,,,,Houston,8323931760,,,,,,,,,,,,,,,,,,,,,,267,8
Fifth Ward Neighborhood Library,,,,Houston,8323931770,,,,,,,,,,,,,,,,,,,,,,898,49
Flores Neighborhood Library,,,,Houston,8323931780,,,,,,,,,,,,,,,,,,,,,,267,8
HPL Express Frank,,,,Houston,8323932410,,,,,,,,,,,,,,,,,,,,,,"2,050",48
Heights Neighborhood Library,,,,Houston,8323931810,,,,,,,,,,,,,,,,,,,,,,"2,282",51
Hillendahl Neighborhood Library,,,,Houston,8323931940,,,,,,,,,,,,,,,,,,,,,,"2,159",51
Johnson Neighborhood Library,,,,Houston,8323932550,,,,,,,,,,,,,,,,,,,,,,"1,997",48
Jungman Neighborhood Library,,,,Houston,8323931860,,,,,,,,,,,,,,,,,,,,,,"2,277",51
McCrane-Kashmere Gardens Neighborhood Library,,,,Houston,8323932450,,,,,,,,,,,,,,,,,,,,,,"1,712",47
Kendall Neighborhood Library,,,,Houston,8323931880,,,,,,,,,,,,,,,,,,,,,,336,8
Lakewood Neighborhood Library,,,,Houston,8323932530,,,,,,,,,,,,,,,,,,,,,,"1,697",42
Looscan Neighborhood Library,,,,Houston,8323931900,,,,,,,,,,,,,,,,,,,,,,"2,163",50
Mancuso Neighborhood Library,,,,Houston,8323931920,,,,,,,,,,,,,,,,,,,,,,"2,061",47
Melcher Neighborhood Library,,,,Houston,8323932480,,,,,,,,,,,,,,,,,,,,,,499,13
Meyer Neighborhood Library,,,,Houston,8323931840,,,,,,,,,,,,,,,,,,,,,,716,24
Moody Neighborhood Library,,,,Houston,8323931950,,,,,,,,,,,,,,,,,,,,,,"2,093",49
Oak Forest Neighborhood Library,,,,Houston,8323931960,,,,,,,,,,,,,,,,,,,,,,"2,173",51
Park Place Regional Library,,,,Houston,8323931970,,,,,,,,,,,,,,,,,,,,,,"2,274",51
Pleasantville Neighborhood Library,,,,Houston,8323932330,,,,,,,,,,,,,,,,,,,,,,"1,774",40
Ring Neighborhood Library,,,,Houston,8323932000,,,,,,,,,,,,,,,,,,,,,,"2,190",51
Scenic Woods Regional Library,,,,Houston,8323932030,,,,,,,,,,,,,,,,,,,,,,282,6
Smith Neighborhood Library,,,,Houston,8323932050,,,,,,,,,,,,,,,,,,,,,,"2,205",51
Stanaker Neighborhood Library,,,,Houston,8323932080,,,,,,,,,,,,,,,,,,,,,,"2,158",51
Tuttle Neighborhood Library,,,,Houston,8323932100,,,,,,,,,,,,,,,,,,,,,,"2,011",47
Vinson Neighborhood Library,,,,Houston,(832) 393-2120,,,,,,,,,,,,,,,,,,,,,,"1,950",52
Walter Neighborhood Library,,,,Houston,8323932500,,,,,,,,,,,,,,,,,,,,,,"2,169",50
Young Neighborhood Library,,,,Houston,8323932140,,,,,,,,,,,,,,,,,,,,,,"2,221",51
Freed-Montrose Neighborhood Library,,,,Houston,8323931800,,,,,,,,,,,,,,,,,,,,,,"2,119",49
Robinson-Westchase Neighborhood Library,,,,Houston,8323932011,,,,,,,,,,,,,,,,,,,,,,424,7
Stimley-Blue Ridge Neighborhood Library,,,,Houston,8323932370,,,,,,,,,,,,,,,,,,,,,,"2,043",51
McGovern-Stella Link Neighborhood Library,,,,Houston,8323932630,,,,,,,,,,,,,,,,,,,,,,"1,290",29
HPL Express Southwest,,,,Houston,8323932660,,,,,,,,,,,,,,,,,,,,,,"2,210",51
African American Library at the Gregory School,,,,Houston,8323931440,,,,,,,,,,,,,,,,,,,,,,"1,757",47
Houston Metropolitan Research Center,,,,Houston,8323931662,,,,,,,,,,,,,,,,,,,,,,"1,856",51
HPL Mobile Express,,,,Houston,8323931533,,,,,,,,,,,,,,,,,,,,,,109,18
Harris County Public Library,"21,27,996",03-01-2018,2/28/2019,Houston-HCPL,7132746600,"$2,08,32,290","$24,31,113","$18,66,728",$0,$0,Yes,Yes,"20,00,237","82,759","1,69,762","27,182","24,51,185","34,26,600","16,09,733","64,86,982","18,95,546","98,92,491",Yes,"1,654","7,09,694","41,49,610",0,0
Crosby-Edith Fae Cook Cole Branch Library,,,,Crosby,2813281232,,,,,,,,,,,,,,,,,,,,,,"1,799",52
Northwest Branch Library,,,,Cypress,(832) 927-5461,,,,,,,,,,,,,,,,,,,,,,"1,909",52
Galena Park Branch Library,,,,Galena Park,8329275471,,,,,,,,,,,,,,,,,,,,,,"1,140",33
Stratford Branch Library,,,,Highlands,8329275401,,,,,,,,,,,,,,,,,,,,,,"2,054",52
Aldine Branch Library,,,,Houston,8329275411,,,,,,,,,,,,,,,,,,,,,,"2,209",52
Katherine Tyra/Bear Creek Branch Library,,,,Houston,8329275591,,,,,,,,,,,,,,,,,,,,,,"2,261",52
Fairbanks Branch Library,,,,Houston,8329277891,,,,,,,,,,,,,,,,,,,,,,"2,207",52
Freeman Memorial Branch Library,,,,Houston,8329275421,,,,,,,,,,,,,,,,,,,,,,"2,654",52
High Meadows Branch Library,,,,Houston,8329275541,,,,,,,,,,,,,,,,,,,,,,"2,362",52
Jacinto City Branch Library,,,,Houston,8329275520,,,,,,,,,,,,,,,,,,,,,,"2,012",52
Spring Branch Library,,,,Houston,8329275511,,,,,,,,,,,,,,,,,,,,,,"2,357",52
West University Branch Library,,,,Houston,8329275491,,,,,,,,,,,,,,,,,,,,,,"2,150",52
North Channel Branch Library,,,,Houston,8329275551,,,,,,,,,,,,,,,,,,,,,,"2,463",52
Parker Williams Branch Library,,,,Houston,8329277871,,,,,,,,,,,,,,,,,,,,,,"1,960",52
Baldwin Boettcher Branch Library,,,,Humble,8329275481,,,,,,,,,,,,,,,,,,,,,,"2,159",52
Octavia Fields Branch Library,,,,Humble,8329275501,,,,,,,,,,,,,,,,,,,,,,"2,215",52
Katy Branch Library,,,,Katy,2813913135,,,,,,,,,,,,,,,,,,,,,,"2,254",52
Maud Smith Marks Branch Library,,,,Katy,2814928592,,,,,,,,,,,,,,,,,,,,,,"2,357",52
Kingwood Branch Library,,,,Kingwood,8329277831,,,,,,,,,,,,,,,,,,,,,,"2,667",52
La Porte Branch Library,,,,La Porte,2814700829,,,,,,,,,,,,,,,,,,,,,,"2,359",52
Evelyn Meador Branch Library,,,,Seabrook,2814749142,,,,,,,,,,,,,,,,,,,,,,"2,354",52
South Houston Branch Library,,,,South Houston,8329275534,,,,,,,,,,,,,,,,,,,,,,"1,909",52
Barbara Bush Branch Library,,,,Spring,8329277801,,,,,,,,,,,,,,,,,,,,,,"2,660",52
Tomball Branch Library,,,,Tomball,8325594200,,,,,,,,,,,,,,,,,,,,,,"3,557",52
Atascocita Branch Library,,,,Humble,8329275561,,,,,,,,,,,,,,,,,,,,,,"2,357",52
Cy-Fair College,,,,Cypress,2812903210,,,,,,,,,,,,,,,,,,,,,,"4,270",52
HCPL Technology Center at Lincoln Park,,,,Houston,2814451617,,,,,,,,,,,,,,,,,,,,,,"2,000",52
HCPL Technology Center at Finnegan Park,,,,Houston,7136787385,,,,,,,,,,,,,,,,,,,,,,"2,000",52
Howe Community Library,"8,236",09-01-2018,8/31/2019,Howe,9037454050,"$1,03,049","$6,829","$1,499",$0,$0,Yes,Yes,"19,886",327,512,127,"22,390","31,289","2,385","3,225",92,"42,481",Yes,10,"3,337","15,776","2,383",50
Huntsville Public Library,"27,032",10-01-2018,9/30/2019,Huntsville,9362915472,"$4,69,052","$43,309","$6,500",$0,$0,Yes,Yes,"87,023","3,028","18,919","1,082","1,18,593","78,415","29,514","48,407","10,623","1,21,324",Yes,47,"16,649","27,298","2,450",52
Hurst Public Library,"38,992",10-01-2018,9/30/2019,Hurst,8177887300,"$14,53,264","$1,09,549","$1,03,504",$0,$0,Yes,Yes,"83,813","6,754","4,52,544","1,17,064","7,49,598","1,40,830","31,296","1,94,204","51,665","4,11,691",Yes,47,"34,235","84,068","2,742",52
Imperial Public Library,"1,243",01-01-2019,12/31/2019,Imperial,4325362236,"$49,166","$6,272",$0,$0,$0,Yes,Yes,"17,459",251,0,0,"19,078","5,441",263,406,0,830,Yes,5,325,0,"1,980",52
Ingleside Public Library,"15,168",10-01-2018,9/30/2019,Ingleside,3617765355,"$2,05,818","$11,506",$0,$0,$0,Yes,Yes,"31,500",581,0,53,"36,453","14,754","10,344","15,392",95,"22,334",Yes,25,"7,793",0,"2,763",48
Tom Burnett Memorial Library,"6,370",10-01-2018,9/30/2019,Iowa Park,9405924981,"$87,402","$16,814","$3,138",$0,$0,Yes,Yes,"17,873",320,0,0,"21,267","19,751","3,032","8,542",0,"13,830",Yes,3,"7,245",0,"2,882",52
Iraan Public Library,"2,141",01-01-2019,12/31/2019,Iraan,4326392235,"$84,147","$10,503","$1,854",$0,$0,Yes,Yes,"21,000",647,0,0,"24,070","3,680","1,264","2,489",0,"3,041",Yes,3,744,0,"1,980",51
Irving Public Library,"2,42,242",10-01-2018,9/30/2019,Irving,9727212628,"$57,51,482","$5,25,324","$3,15,710",$0,$0,Yes,Yes,"4,17,125","32,137","36,753","14,368","5,56,196","7,16,082","1,24,064","4,22,898","67,363","12,47,069",Yes,136,"1,17,116","3,67,384",0,0
West Irving Library,,,,Irving,9727212691,,,,,,,,,,,,,,,,,,,,,,"2,733",52
East Branch Library,,,,Irving,9727213722,,,,,,,,,,,,,,,,,,,,,,"1,920",52
Valley Ranch Library,,,,Irving,9727214669,,,,,,,,,,,,,,,,,,,,,,"3,235",52
South Irving Library,,,,Irving,9727212606,,,,,,,,,,,,,,,,,,,,,,"3,235",52
Gladys Johnson Ritchie Public Library,"8,843",01-01-2019,12/31/2019,Jacksboro,9405672240,"$47,743","$8,572","$3,500",$0,$0,Yes,Yes,"27,978",631,"9,005",438,"39,932","13,866","3,643","6,261",465,"8,147",Yes,15,"7,692",0,"2,397",51
Jacksonville Public Library,"14,923",10-01-2018,9/30/2019,Jacksonville,9035867664,"$2,54,222","$29,699","$3,000",$0,$0,Yes,Yes,"58,282","1,818","16,494","3,398","83,471","67,092","2,137","35,287","5,171","65,427",Yes,38,"8,528","14,311","2,337",52
Jasper Public Library,"7,644",10-01-2018,9/30/2019,Jasper,4093843791,"$2,49,489","$33,393","$4,329",$0,$0,Yes,Yes,"30,665","3,931","16,762","1,233","54,453","41,864","8,886","13,028","5,358","24,351",Yes,24,"7,105",0,"2,253",52
Kent County Library,726,10-01-2018,9/30/2019,Jayton,8062373287,"$39,588","$3,629",$0,$0,$0,Yes,Yes,"22,086",218,0,0,"22,317","2,430",644,"1,860",0,"3,924",Yes,1,386,0,"1,500",52
Jefferson Carnegie Library,"9,928",01-01-2019,12/31/2019,Jefferson,9036658911,"$59,890","$4,104",$0,$0,$0,Yes,Yes,"24,609","1,055",0,0,"26,914","24,200","4,774","18,415",0,"23,540",Yes,5,"3,650",0,"2,230",52
Johnson City Library,"5,586",01-01-2019,12/31/2019,Johnson City,8308684469,"$91,947","$7,413","$1,500",$0,"$44,047",Yes,Yes,"16,702","1,076","19,567","2,982","41,687","15,963","2,459","9,392","2,164","15,414",Yes,12,"2,906",0,"2,805",52
Jourdanton Community Library,"9,778",10-01-2018,9/30/2019,Jourdanton,8307693087,"$1,19,713","$16,166",$0,$0,$0,Yes,Yes,"36,751","1,415",0,0,"38,276","28,009","4,812","22,001",0,"25,860",Yes,12,"6,025",0,"2,400",52
Kimble County Library,"4,362",01-01-2019,12/31/2019,Junction,3254462342,"$1,21,527","$13,854","$1,500",$0,$0,Yes,Yes,"13,085",651,"7,245","1,919","24,343","16,495","2,764","14,332","2,078","19,081",Yes,17,"2,606",0,"2,150",51
Kaufman County Library,"22,126",10-01-2018,9/30/2019,Kaufman,9729326222,"$2,09,078","$21,582","$2,000",$0,$0,Yes,Yes,"33,422",515,"22,728","5,286","62,831","58,732","10,389","30,244","8,413","62,625",Yes,10,"11,323",0,"2,094",50
Keller Public Library,"47,350",10-01-2018,9/30/2019,Keller,8177434800,"$9,15,734","$1,07,155","$65,040",$0,$0,Yes,Yes,"67,046","4,678","5,642","5,081","92,679","2,00,581","30,864","2,33,048","19,944","6,62,722",Yes,38,"21,182","1,63,359","2,817",52
Kendalia Public Library,"4,217",01-01-2019,12/31/2019,Kendalia,8303362002,"$20,787","$3,055",$0,$0,$831,Yes,Yes,"7,707",567,0,0,"9,213","1,782",336,"4,311",0,"8,453",Yes,4,336,0,"1,000",52
Kenedy Public Library,"6,234",10-01-2018,9/30/2019,Kenedy,8305833313,"$1,07,864","$21,021","$2,519",$0,$0,Yes,Yes,"20,785",289,"14,505","3,092","40,404","14,075","2,394","6,893",525,"23,263",Yes,8,"2,929",0,"2,169",48
Winkler County Library,"7,720",01-01-2019,12/31/2019,Kermit,4325863841,"$1,78,206","$13,337","$2,502",$0,$0,Yes,Yes,"28,219","1,089",0,0,"29,308","38,812","1,400","5,600",0,"9,200",Yes,7,"6,400","1,011","2,280",52
Wink Branch Library,,,,Wink,4325273691,,,,,,,,,,,,,,,,,,,,,,"1,560",52
Butt-Holdsworth Memorial Library,"52,405",10-01-2018,9/30/2019,Kerrville,8302578422,"$5,15,499","$59,673","$32,432",$0,$0,Yes,Yes,"53,133","2,555","2,437","6,965","69,341","1,08,905","11,363","84,523","11,268","1,38,818",Yes,25,"16,290","19,908","2,728",52
Kerr Regional History Center,,,,Kerrville,8302581278,,,,,,,,,,,,,,,,,,,,,,912,52
Kilgore Public Library,"17,325",10-01-2018,9/30/2019,Kilgore,9039841529,"$2,82,280","$43,471","$15,328",$0,$0,Yes,Yes,"22,385","2,782","22,916","13,424","63,199","62,475","14,713","53,826","5,777","85,607",Yes,10,"3,844",0,"2,261",52
Killeen City Library System,"1,49,103",10-01-2018,9/30/2019,Killeen,2545018994,"$9,83,794","$1,02,213","$59,839",$0,$0,Yes,Yes,"1,27,794","3,234","5,901","3,381","1,49,836","2,95,948","93,354","1,57,467","60,244","2,90,472",Yes,28,"50,330",0,"2,691",52
Copper Mountain Branch Library,,,,Killeen,2545018990,,,,,,,,,,,,,,,,,,,,,,"2,587",52
Robert J Kleberg Public Library,"31,571",10-01-2018,9/30/2019,Kingsville,3615926381,"$4,04,388","$32,763","$9,991",$0,$0,Yes,Yes,"54,980","1,103","2,245",125,"58,653","33,700","35,618","10,629",759,"26,775",Yes,19,"5,583","29,398","2,150",52
Kirbyville Public Library,"3,901",10-01-2018,9/30/2019,Kirbyville,4094234653,"$88,657","$3,530",$0,$0,$0,Yes,Yes,"17,728",427,0,0,"19,250","25,540","8,084","6,400",0,"11,500",Yes,15,"3,846",0,"1,664",52
Kountze Public Library,"3,853",10-01-2018,9/30/2019,Kountze,4092462826,"$95,030","$7,639","$2,231",$0,$0,Yes,Yes,"16,491","1,448","14,570","1,202","37,108","19,464","7,379","11,384","3,018","19,268",Yes,14,"5,450",0,"2,337",51
Kyle Public Library,"58,646",10-01-2018,9/30/2019,Kyle,5122687411,"$6,07,545","$56,346","$7,913",$0,$0,Yes,Yes,"51,129","1,266","12,344","9,094","79,991","1,60,381","17,369","98,288","13,769","2,27,733",Yes,36,"40,215",0,"2,690",52
Bailey H Dunlap Memorial Library,"10,375",10-01-2018,9/30/2019,La Feria,9567971242,"$83,837","$27,500",$0,$0,$0,Yes,Yes,"38,000","1,000",0,0,"40,900","42,985","7,500","27,989",0,"44,939",Yes,30,"30,550",0,"1,968",52
Fayette Public Library,"4,632",10-01-2018,9/30/2019,La Grange,9799683765,"$2,62,505","$10,519","$2,100",$0,$0,Yes,Yes,"13,841","1,236","12,570","2,880","35,533","80,020","6,558","33,593","3,563","59,267",Yes,13,"4,497",0,"1,891",52
La Marque Public Library,"19,454",10-01-2018,9/30/2019,La Marque,4099389270,"$2,29,552","$19,390","$5,960",$0,$0,Yes,Yes,"28,594",232,"16,559","1,199","49,212","34,268","11,347","24,548","2,000","40,038",Yes,18,"8,843","10,196","1,956",52
Laguna Vista Public Library,"4,477",10-01-2018,9/30/2019,Laguna Vista,9569437155,"$74,046","$12,000",$0,$0,$0,Yes,Yes,"16,300",621,"19,688","2,779","42,794","9,595","3,494","9,543","1,275","12,222",Yes,18,"1,070",0,"2,518",52
Lake Dallas Library,"7,944",10-01-2018,9/30/2019,Lake Dallas,9404973566,"$1,17,483","$10,516","$1,955","$7,200","$7,200",Yes,Yes,"22,300","1,820",479,0,"28,044","22,229","2,298","10,461",434,"20,400",Yes,10,"3,456","11,657","1,685",50
Mary Lou Reddick Public Library,"4,957",10-01-2018,9/30/2019,Lake Worth,8172379681,"$2,22,416","$16,832","$3,875",$0,$0,Yes,Yes,"20,857",573,"12,849","5,104","40,504","22,139","15,772","27,326","7,308","45,206",Yes,10,"4,616",0,"2,000",52
